Note,Comment,Class
4.5,"Harry Potter et la chambre des secrets est un volet beaucoup plus sombre que son prédécesseur et tant mieux car Chris Columbus réussit parfaitement à rendre ce film encore plus passionnant pour les adultes, même si les enfants aimeront tout autant. Les acteurs sont tous de retour et toujours aussi bons, on a même droit à Kenneth Branagh(Thor) absolument hilarant qui joue à merveille Guilderoy Lockhart. Dobby(l'elfe de maison) est lui aussi hilarant. Bref, l'aventure de ce deuxième épisode est toujours aussi passionnante et riche. Côté effets spéciaux,décors et costumes, c'est toujours aussi impeccable. La musique(John Williams) est toujours aussi envoûtante et incroyable. Mais ce volet là a le même syndrome que le premier, les personnages ne font pas preuve de personnalité, regardez ma critique sur le premier volet de la saga et vous comprendrez. Je préfère encore les livres, mais bon en soit, je suis encore très satisfait du travail de Columbus qui vas bientôt laisser sa place au mexicain Alfonso Cuaron.",pos
5.0,"Je revois pour la énième fois le deuxième volume des aventures de Harry Potter, ça doit donc faire mon 6 ou 7ème visionnages, et je profite de l'avoir revu en Blue-ray pour poster ma critique. On reconnait la patte de Chris Columbus qui a également réalisé le premier film, Harry Potter à l'école des sorciers, et l'univers et la mise en scène sont les mêmes, ayant adoré le premier je ne peux qu'adhéré à celui-là. Malgré une ambiance plus sombre, le film reste enfantin, mais la profondeur des personnages est mieux exploitée, l'amitié entre Ron, Hermione et Harry plus soudé, les ennemis du jeune sorciers plus définis, comme les Malefoy père et fils (d'ailleurs Tom Felton est un des meilleurs jeunes acteurs dans le film), ou encore le mépris de Rogue toujours aussi sadiquement interprété par Alan Rickman, un acteur que j'adore personnellement. Mais l'humour n'a pas disparu, au contraire il réapparaît avec un nouveau protagoniste, le professeur de défense contre les forces du mal, Gilderoy Lockhart, joué par un excellent Kenneth Branagh (qui a d'ailleurs réalisé Thor quelques années après !). Les effets spéciaux ont vraiment beaucoup de charmes, la voiture volante, le basilic, le club de duel ou encore les tentatives de sauvetages de l'attendrissant elfe de maison, Dobby ! L'intrigue basé sur la chambre des secrets ne tourne pas en rond, il n'y plus autant de longueurs que dans le premier, et c'est très rythmé. La tension que l'on pouvait ressentir dans le roman de J.K Rowling est superbement retranscrit à l'écran, et le plus c'est qu'on a le super univers de Poudlard sous les yeux, notre imagination prend forme et la magie nous emporte. On a encore droit à un match de Quidditch, avec en prime un cognard qui ne lâche pas sa prise et qui par sa ténacité engendre de belles scènes, comme la course entre Harry et Drago dans la tranchée du terrain. Toutes ses scènes sont encore une fois agrémentées de la splendide musique de John Williams (qui a entre autres participé à la composition de la musique de ""La Tour Infernale"", ""Les Dents de la mer"", la saga ""Star Wars"", ""Jurassic Park"", ""La Liste de Schindler"", les ""Indiana Jones"" et tant autres ! Un génie quoi...). La fin positive viendra combler notre esprit enfantin. La scène post-générique (et oui Marvel n'en a pas le monopole !) est plutôt sympa aussi, on voit l'avenir de Lockhart !En bref le deuxième opus est dans la lignée du premier, avec moins de défauts et des jeunes acteurs plus professionnels. Des personnages intéressants et l'univers magique envoûtant de J.K Rowling ne pourra que ravir ceux qui ont grandi avec le héros à lunettes, et même plusieurs générations !",pos
5.0,"Excellent Film. Aprés un Premier Episode inoubliable au succès planétaire,le Réalisateur Chris Colombus revient en grande pompe en nous livrant un Second Volet plus Sombre et Mouvementer du plus celebre des Sorciers. Grace a une Mise en Scéne parfaitement maîtriser dont les Décors retranscrit a merveille l'univers du livre tout en emmenant cette fois dans des Endroits inédits mais inquiétants et qui est servi par une BO magique de grand compositeur John Williams qui livrent un travail remarquable en livrant des partitions musicales qui accentue entre autres la Noirceur trés présente du Long Métrage. Ensuite le Scénario est plus Aboutissant et Enrichissant en regorgeant de Coups de Théâtres Scénaristiques bluffants tout en respectant le livre a le lettre dont le Rythme s’identifie a un rythme trépidant au cours duquel on ne s'ennuie jamais au cours des 2h30 de film, ajouter a cela une multitude de Scénes mythiques que les connaisseurs du livre seront ravie de retrouve a l'écran qui est accompagné en prime par des Effets Spéciaux encore plus Spectaculaires ainsi que des Morceaux de Bravoure plus sensationnelle tout comme les Séquences D'Actions qui sont plus Epique  tout en n'oubliant son lot de Frisson,d'Emotion et d'Humour qui sont également au programme pour notre plus grand plaisir. Enfin on retrouve avec joie nos personnages préférés qui dispose une fois de plus d'un Casting fabuleux avec en tete notre Trio charismatique de jeunes sorcier composer de Harry Potter qui a beaucoup mûrit tout en restant fidèle a lui meme tout comme ses meilleurs amis loyaux Ron et Hermione dont on peut saluer la performance sans faille de Daniel Radcliffe,Rupert Grint et Emma Watson qui collent parfaitement dans la peau de ce trio inséparables dont l’alchimie est toujours intact, aux cotés du trio on retrouve les personnages phares du précédant volet comme le bienveillant directeur de poudlard le puissant Albus Dumbledore en passant par l'intriguant Professeur Rogue,la sévere mais juste Professeur Minerva McGonagall et l'attachant Gardien géant Rubeus Hargrid qui sont de nouveaux et respectueusement jouer par Maggie Smith,Robbie Coltrane ainsi que les regretter Richard Harris et Alan Rickman sans oublier quelques personnages découvert dans le précédant qui voient leurs rôles plus étoffer comme  la famille de Ron qui est composer de Molly Weasley la mére aimante qui est rejointe par son mari Arthur Weasley qui voue une passion pour le mondes des Moldus ainsi que les inséparables et turbulents frères jumeaux George et Fred Weasley ainsi que la charmante Ginny Weasley qui en pince pour notre jeune sorcier a la cicatrice en forme d'éclair qui est impeccablement jouer par Julie Walters,Mark Williams, Olivier et James Phelps et Bonnie Wright mais également le prétentieux et frimeur Drago Malefoy qui est plus odieux que jamais tout comme l'épouvantable famille adoptive de notre héros les affreux Dursley qui sont également présent dont les performances respectives de Tom Felton,Richard Griffiths,Fiona Shaw et Harry Melling sont irréprochables dans la peau de ces antagonistes détestables sans oublier le Terrifiant et Dangereux Lord Voldemort qui fait son grand retour sous les traits de l'inquiétant Tom Jedusor camper merveilleusement par Christian Coulson et pour combler le tout l'arrivée marquante de nouveaux Venus qui viennent enrichir l'univers de Harry Potter comme l'adorable Dobby l'elfe de maison prévoyant qui est jouer a merveille par Toby Jones en passant par le cupide Lucious Malefoy le père de Drago qui est jouer avec brio par l'immense Jason Issacs qui excelle a merveille dans la peau de ce perfide personnage mais aussi l'arrivée remarqué du nouveau professeur de défense contre les forces du mal le Désopilant et Arrogant Professeur Gilderoy Lockhart camper merveilleusement par Kenneth Brannagh qui est parfait dans la peau du personnage et pour combler le tout l'apparition de terrifiantes créatures comme l'immense araignée Aragog et le gigantesque Serpent géant le Basillic qui viennent enrichir cet univers Vaste et Fascinant. En Conclusion, Harry Potter & La Chambre Des Secrets est un excellent Second Episode tout en restant dans la parfaite continuité de son illustre prédécesseur et qui s'avere a la fois plus Sombre,Palpitant,Drôle,Émouvant et Féerique dont Petits comme Grands seront émerveillé par cette nouvelle aventure mouvementer tout comme les fidèles lecteurs et lectrices des romans qui seront amplement satisfait et qui parvient avec les autres opus suivants a bonifier la saga pour notre plus grande joie qui est a redécouvrir impérativement.",pos
4.5,"Un excellent 2ème volet de la fabuleuse saga du jeune sorcier !L'histoire est vraiment très réussie et l'univers magique reste absolument génial !C'est un plaisir de retrouver les sympathiques Harry, Ron et Hermione incarnés par Daniel Radcliffe, Rupert Grint et Emma Watson qui sont toujours aussi impeccables dans leur rôle et tous autres acteurs sont encore très bons !Les créatures comme l'elfe Dobby ou le Basilic restent très satisfaisantes et très bien élaborées et les images sont toujours aussi bonnes !Les effets spéciaux sont encore très bien réalisés et les décors restent formidables !Les lieux rencontrés sont toujours aussi convaincants et encore bien conçus et l’école Poudlard reste très appréciable et toujours aussi bien faite !Les costumes sont encore beaux et certains acteurs restent très bien maquillés !Les objets sont toujours aussi satisfaisants et la voiture volante est amusante.L'ambiance est encore plaisante avec pas mal de noirceur et les musiques restent très bien composées !Les scènes avec la voiture volante ainsi que la séquence avec l'araignée Aragog sont très convaincantes et le final dans la Chambre des Secrets est assez spectaculaire !Il y a un suspense très bien mené avec des rebondissements très efficaces et l'aventure est toujours aussi entraînante !Un 2ème opus donc vraiment super avec des personnages encore très attachants et une intrigue très prenante où l’on apprend en plus quelques révélations intéressantes sur le terrible Voldemort dans un environnement qui reste très bien imaginé à l'esthétisme toujours aussi soigné, l'atmosphère sombre et mystérieuse est très bien travaillée, personnellement je pense que c'est l'un des films le moins destiné aux enfants de cette fantastique franchise mais quel régal !",pos
4.5,"Harry Potter et la Chambre des Secrets est un excellent Harry Potter, tout comme son prédécesseur.Le casting, reprenant quasiment à l'identique celui du précédent volet avec quelques nouveaux personnages (Lucius Malefoy, Arthur et Ginny Weasley, Dobby, Lockhart, Jedusor), demeure très bon. Le trio Radcliffe – Watson – Grint se consolide et fonctionne toujous très bien.L'intrigue, presque policière, est très intéressante avec de très bons rebondissements, que l'on ne voit pas venir. Les personnages sont très intéressants. Certains sont très drôles (en particulier certains nouveaux comme Arthur Weasley, Gilderoy Lockhart ou Dobby) et apportent une dimension humoristique au film. L'atmosphère est assez inquiétantespoiler:(les corps pétrifiés donnent même un côté macabre au film).Les effets spéciaux sont irréprochables et dignes d'un blockbuster. Les cascades et les scènes d'action sont de bonne qualité.La musique de John Williams est sublime (le thème de la Chambre des Secrets en particulier).Un des meilleurs volets de la saga.",pos
4.0,"Harry Potter et la Chambre des secrets, le second opus de la saga du personnage éponyme. Ce nouvel épisode est reconduit par Chris Colombus, le réalisateur du premier. Ici, Dobby, un elfe de maison, annonce à Harry que de terribles dangers menacent l'école de Poudlard et qu'il ne doit pas y retourner en septembre. Ce dernier refuse de le croire. Mais sitôt la rentrée des classes effectuée, Harry entend une voix malveillante. Celle-ci lui dit que la redoutable et légendaire Chambre des secrets est à nouveau ouverte, permettant ainsi à l'héritier de Serpentard de semer le chaos à Poudlard... Reprendre un même réalisateur peut avoir des conséquences à double tranchante, on peut soit répété une formule qui a marché avec des ajustements qui accroit le plaisir cinématographique ou foncer dans le mur et échouant lamentablement en n’évoluant malheureusement pas son style. Le pari est donc de grande ampleur, va-t-il réussir à être dans la continuité de son merveilleux premier Harry Potter ? Aussi « logique » qu’il soit, oui, ce second opus est une grande réussite. A la fois dans la continuité du premier, mais apporte de nouvelles choses ; plus de profondeur au niveau des personnalités et relations entre les personnages et consort. En premier lieu, d’un point de vue technique, le film est tout aussi brillant ; doté d’une esthétique fidèle au monde des sorciers, les décors sont très réussis, notamment avec le souci de détail très pris en compte. On découvre un nouvel opus plus sombre, plus intense, plus rythmée ces ingrédients qui sont en parfait harmonie aidant à peaufiner scénario de qualité et donne un gros coup de pouce à une réalisation de haute volée. Cela vaut aussi pour ses formidables effets spéciaux et des scènes d'action épatantes et plus musclée que dans le premier épisode. D’ailleurs, malgré ses 2h40 et quelques longueurs, cette nouvelle aventure de Harry Potter est un vrai régal avec son côté magique totalement respecté. Côté casting, on est aussi dans la continuité du premier opus, tous les personnages sont parfaits. Harry Potter est beaucoup mieux travailler dans cet épisode, mal compris, remis en question, on sent que le personnage évolue, le personnage est beaucoup moins « parfait » que le premier opus a voulu nous faire croire. De plus, nos autres sympathiques héros ont bien grandi et jouent à présent plutôt mieux. Enfin, mention spéciale à la prestation de Kenneth Branagh. En sorcier plumitif, cabot littéraire fou de son image et chéri de ces demoiselles. Ainsi, Harry Potter et la Chambre des Secrets recèle suffisamment de surprises pour tenir n'importe quel spectateur en haleine, une très bonne suite.",pos
4.5,"Ce deuxième volet des aventures de l’apprenti sorcier gravissent un échelon en thermes d’intrigue. Les présentations étant faites, plus besoin de s’étendre sur le sujet. Nous l’avons compris dès le départ, le trio gagnant ne peut s’empêcher d’aller à l’encontre du règlement. Ceci avant tout par soif de vérités et d’aventure. La mystérieuse chambre des secrets est donc au centre de toutes les polémiques, et les dangers qu’elle renferme mettent Poudlard en effervescence. De nouveaux personnages aux attraits comiques viennent s’immiscer avec panache dans le casting : le professeur Gilderoy Lockhart, égocentrique et incompétent, ou encore Dobby, l’elfe de maison sournois mais intentionné. Les libertés scénaristiques prises par Chris Columbus sont intéressantes. Elles maintiennent l’intrigue en suspend jusqu’au bout et attise l’intérêt d’un public très large.  Toujours ces parties de quiddich enflammées  et les ballets aériens d’une voiture volante.  Un parcours semé d’embuches et de plans machiavéliques à déjouer, bien à l’abri sous une cape d’invisibilité ; sans oublier le panel de monstres et créatures de l’ombre comme les araignées, le magnifique phœnix et ses larmes guérisseuses, l’arbre cogneur ou encore le basilic, serpent géant gardien de la chambre. Le passé obscure d’Harry Potter se précise dans une nouvelle intrigue. Malgré quelques longueurs largement comblées par l’esthétique, cette seconde adaptation sur grand écran est une réussite sans surprise de mauvais augure pour les fans. Culte et référence en la matière. 4,5/5",pos
4.0,"Harry Potter montre dans ce film plus d'assurance et s'impose plus aisément. Le bestiaire s'enrichit aussi de quelques ""monstres"" supplémentaires comme le Phoenix et Aragog l'arachnide. Si on acquiesce pour l'évolution de Harry par contre on note que la saga prend un tournant nettement plus sombre mais qui n'est pas franchement contre balancer par l'humour. Ce film est donc tout aussi nettement moins drôle. On notera une Hermione beaucoup moins exploitée également. Par contre le récit reste captivant, la magie opère en construisant petit à petit une intrigue bien plus vaste de façon cohérente et d'une rare densité pour un film destiné aux plus jeunes.Site : Selenie",pos
4.5,"""Un an après avoir créé son univers avec Harry Potter à l’école des sorciers, la saga revient avec Harry Potter et la chambre des secrets qui va continuer à présenter l’univers de la franchise.Ce deuxième film nous raconte donc la deuxième année d’Harry Potter et ses amis à l’école de sorcellerie, Poudlard. L’année va être marquée par plusieurs attaques au sein de l’établissement. Harry, Ron et Hermione vont donc enquêter et en apprendre plus sur le passé de l’école et de certains personnages pour enfin découvrir qui est l’héritier de Serpentard.Je vais d’abord commencer par dire ce que j’ai pensé globalement du film avant de développer. Ce film, finalement, c’est Harry Potter à l’école des sorciers en encore mieux.L’histoire du film est très intéressante pour plusieurs raisons. D’abord, elle permet de continuer le travail du 1er film en continuant la présentation de l’univers de la saga. En effet, ce film va nous présenter de nouveaux décors, de nouveaux personnages, et, surtout, il va commencer à aborder certains thèmes principaux de la saga : le racisme, l’extrémisme, la peur de l’autre, la division, la quête d’identité, la politique, l’oppression du fort sur le faible, et la résistance mise en place de ce dernier.Ces thèmes vont inévitablement amener des questionnements très intéressants sur les relations entre les sorciers et les moldus, d’une part, et sur les origines d’Harry Potter de l’autre.""A suivre :",pos
4.0,"En souvenir je n'étais pas grande fan de la chambre des secrets, mais tout compte fait je trouve que c'est un des épisodes les plus intéressant de la saga, en terme d'histoire / script. On avance vraiment dans l'intrigue générale, il s'y passe beaucoup / beaucoup de choses, et encore une fois on peut compter sur Colombus pour garder l'essentiel et ne rien gâcher. Pourtant cette deuxième réal ne surpasse pas la première car reste dans la même ambiance, l'inconvénient du Colombus x 2. On est donc dans un univers très blockbuster familial, très gentillet. C'est plaisant oui et non, Harry prend 1 an à chaque épisode, ici si Daniel Radcliffe n'avait pas mué ça n'aurait pas été l'évidence même... En tout cas la chambre des secrets propose une sympathique reconnaissance des lieux (forêt interdite déjà vu, chemin de traverse idem, quidditch idem, tout Poudlard, ouf il y a les Weasley et la fameuse chambre), mais de nouveaux personnages ainsi que de nouvelles données sont là pour faire avancer le tout. C'est surtout Dobby qui donnera du fil à retordre à Harry, mais on retient aussi les adorables (ou pas) mandragores, les nazis Malefoy (pas vraiment adorables ceux-là), une petite (ou pas) araignée, un saule cogneur, une voiture volante et un nouveau professeur des défenses contre les forces du mal un brin... Ridicule. Le tout avec un Vous-savez-qui plus subtil que jamais. Rien que ça et oui, la chambre des secrets - film en bref est bien fourni, et ce n'est pas pour déplaire aux sympathisants du si célèbre sorcier binoclard.",pos
