Note,Comment,Class
3.0,"Très différent du 1er mais pas si éloigné, en fait c’est plus une transition vers la suite qui sera plus sombre, et ça commence à se voir là.Déjà physiquement les acteurs ne sont plus si jeunes que dans le 1er mais n’ont pas encore le style du 3 qui les poursuivra jusqu’à la fin. Du coup c’est moins touchant mais ça commence à faire mature. Ginny arrive dans le monde des sorciers pourtant on ne s’attarde guère sur elle (comme dans toute la saga du reste), les autres acteurs continuent leur progression, moins gamine qu’au départ mais pas encore bien dégrossi et d’autres arrivent (Doby, Lucius Lockhart). Ensuite le style, Columbus évolue également vers une histoire plus obscure, bizarrement Voldemort est plus présent, sous sa forme humaine certes mais avec un Horcruxe également. L’histoire est bien trouvée car elle se suffit à elle-même, toutefois elle annonce aussi la grande trame à venir qui se prolongera jusqu’à la fin. Volontaire ou pas de la part de l’auteur la cohésion est bonne et en cela ça rajoute un atout supplémentaire à cet épisode.Niveau musique les thèmes connus sont repris et les quelques nouvelles mélodies ajoutées s’insèrent plutôt bien,  les FX sont en progression, le montage est clair, les dialogues toujours sobres, l’humour et le monde enfantin demeurent au niveau, les décors et costumes restent dans la veine du 1er (donc top), le rythme se tient et les longueurs ne sont pas nombreuses. Du coup, difficile de dissocier cette « suite » de son prédécesseur, semblables et différents par bien des points mais tellement proches niveau qualitatif que je met la même note. L’histoire avance et devient plus intéressante, des éléments sont insérés qui prendront de l’importance par la suite, les héros se complexifient… Bref la saga se lance de plus en plus et ça se voit, un opus clé en somme.",mid
3.5,Une suite qui donne l'impression de ronronner et de se contenter de capitaliser sur le premier épisode. L'histoire donne l'impression d'être plus décousue et n'apporte finalement pas grand chose à l'univers. J'ai vraiment eu du mal avec le personnage de l'elfe de maison que j'ai vu comme un sous Golum pas très réussi d'un point de vue technique qui plus est. D'ailleurs ce n'est pas le seul point commun que j'ai vu dans ce film avec le seigneur des anneaux qui n'a fait que me confirmer qu'il se cherche un peu. Il y a encore un ou deux effets qui paraissent ratés et j ai encore eu du mal avec Rupert Grint qui fait vraiment l'enfant qui joue la comédie. D'un point de vue global c'est toujours sympa à suivre mais c'est loin d'être le plus intéressant.,mid
3.5,"Un deuxième opus qui dans l'ensemble reste efficace malgré les 2h30 qui commencent véritablement à se faire ressentir. On retrouve avec plaisir Chris Columbus aux commandes ainsi que nos jeunes héros en herbe, notamment avec une mise en place amusante et surprenante comme toujours mais rapidement, les personnages principaux, si mignons ""à l'école des sorciers"" deviennent plus agaçants avec des réactions, des mimiques et un script qui finissent par irriter. L'intrigue une nouvelle fois se laisse suivre mais les temps morts se font de plus en plus présents et rendent l'ensemble beaucoup moins palpitant que le premier opus, on découvre de nouveaux personnages certes mais le scénario se veut moins malin et plus attendu qu'à l'accoutumée. On sent en revanche que les véritables enjeux se mettent en place, ce qui confère à cette deuxième partie de la saga un aspect quelque peu transitoire, l'ambiance se fait plus sombre mais perd en magie et de fait en efficacité et ce malgré un final une nouvelle fois haletant. Dans l'ensemble ça reste bon mais assez loin du niveau du premier, la suite s'avérera meilleure également dans mon souvenir.",mid
3.5,"Le film suit Harry Potter lors de sa deuxième année à l'école de magie et de sorcellerie de Poudlard, alors qu'une force mystérieuse menace l'école. Avec l'aide de ses amis Ron et Hermione, Harry doit résoudre le mystère de la chambre des secrets et affronter le danger qui se cache à l'intérieur.Dans l'ensemble, j'ai beaucoup apprécié Harry Potter et la chambre des secrets. Le film est visuellement époustouflant et offre une plongée captivante dans l'univers magique de Poudlard. Les acteurs principaux sont également excellents et offrent des performances solides et convaincantes.L'un des points forts du film est sans aucun doute sa direction artistique. Les décors et les costumes sont magnifiques, créant un monde fantastique convaincant et cohérent. Les effets spéciaux sont également impressionnants et aident à donner vie aux créatures magiques telles que les araignées géantes et le basilic.L'intrigue du film est également très bien construite, offrant une histoire complexe et passionnante qui est fidèle à l'histoire originale. Les personnages secondaires, tels que Dobby l'elfe de maison et Gilderoy Lockhart, sont également bien écrits et ajoutent de l'humour et de la tension à l'intrigue.Cependant, le film n'est pas parfait. La durée peut sembler un peu longue, surtout pour les téléspectateurs qui ne sont pas familiers avec l'univers Harry Potter. De plus, certaines scènes peuvent sembler un peu trop dramatiques ou exagérées pour certains goûts.En fin de compte, Harry Potter et la chambre des secrets est un excellent film qui offre une immersion captivante dans l'univers magique de Poudlard. Avec sa direction artistique impressionnante, ses performances solides et son intrigue bien construite, le film est un incontournable pour les fans de la série Harry Potter et pour les amateurs de films fantastiques en général.",mid
3.5,"Ce second volet à très gros budget du jeune sorcier imaginé par la romancière anglaise a connu un succès aussi fulgurant en salles que le premier, il est du même niveau de qualité et ne prend pas encore des allures un peu prétentieuses, les héros sont encore de jeunes ados, et la musique de John Williams offre encore de riches thèmes envoûtants. Les personnages ayant été posés dans le premier opus, le réalisateur restitue encore la richesse et la fantaisie des livres en imposant un rythme plus soutenu et un peu plus sombre, où le récit haletant ne cesse de rebondir, tenant le spectateur jusqu'au bout, sans sombrer dans la facilité, avec l'aide de séquences majeures (l'armée d'araignées géantes) mises en valeur par de bons fx. Un épisode très plaisant.",mid
3.5,"Ce second volet des aventures du célèbre apprenti sorcier à lunettes est riche en rebondissements et scènes dantesques, alors qu'il fait aussi la part belle à de nouvelles têtes à l'instar de Dobby. Toutefois, mon plaisir s'est un peu atténué face aux trop nombreuses scènes dans la pénombre, mais surtout par le jeu d'acteur exagéré de Rupert Grint incarnant Ron car j'ai trouvé qu'il en faisait trop à chaque fois, notamment dans ses expressions faciales ! Clairement pour moi le moins bon interprète du trio de jeunes sorciers ! Toutefois, on éprouvera toujours autant de satisfaction au visionnage car c'est bien divertissant et constitue le programme idéal pour un samedi soir en famille !",mid
3.0,"Columbus rempile avec cet honnête divertissement pour enfant, fidèle à l'esprit du premier mais toujours aussi longuet (2h40!!). Il y a un peu plus d'action, une intrigue bien ficelée, et on découvre de nouveaux personnages dont le fameux Dobby, équivalent de Gollum. L'ambiance y est également plus sombre. Harry commence a entrevoir le ""coté obscur"" et ses dangers. Heureusement il peut toujours compter sur ses amis (un peu) et les deus ex machina (beaucoup) pour se sortir d'un mauvais pas. (Pas mal)",mid
3.0,Une suite tirant partie des erreurs du premier bien mieux réussi plus sombre bien moins enfantin pleins d idées truculentes de personnages hauts en couleurs une action bien menée biz plus rythmé plein de surprise bien dosée qui nous permet de rester connecté malgré cette longueur de 2 h 40 pas toujours facile à suivre pour nos petits. Les relations entre tous ces personnage s’enrichissent ainsi que la découverte de cette univers toujours aussi intéressant riche et fantastique... joli musique une fois de plus.En somme une très bonne suite,mid
3.5,"Dans ce film, le niveau baisse un peu : les effets spéciaux sont moins aboutis (l'elfe de maison -qui commence d'ailleurs à parler comme Yoda- puis la voiture volante...), l'histoire est moins passionnante et des personnages s'ajoutent aussi un peu sans raison. Le jeune casting a globalement un peu progressé sauf Ron aux expressions toujours aussi artificielles dans ses réactions, et malheureusement Harry plus emprunté (le poids du succès du 1er? l'adolescence?) et appliqué à rester dans ses marques.",mid
3.5,"Dans ce film, on sent que Harry grandi. On perd un peu l’innocence du premier volet. La magie noir est plus présente et on décèle même un part d’ombre mystérieuse chez le célèbre apprenti sorcier. Pour le premier, on était vraiment sur la note de la découverte et l’émerveillement, alors qu’ici, on va plus vers une pointe de drame et de suspense. Là l’intrigue principale est omniprésente dans les esprits alors que dans le premier c’est l’avancement de l’année avant tout. L’univers magique est enrichi par le passage chez Ron même s’il aurait été intéressant de consacrer légèrement plus de temps à l’avant école. Encore une fois on est sur un film qui est tellement varié que 3h au lieu de 2h30 n’aurait pas été du luxe. Côté casting, on prend les même et on recommence. Le seul poste qui change est celui du professeur contre les forces du mal. C’est le britannique Kenneth Branagh, désormais le célèbre Hercule Poirot dans LE CRIME DE L'ORIENT-EXPRESS, qui jouera Gilderoy Lockhart. J’ai vraiment accroché avec sa prestation décalée par rapport à l’ambiance du film. HARRY POTTER ET LA CHAMBRE DES SECRETS a fait évoluer le registre de cette saga, tout en la maintenant à un très bon niveau de qualité",mid
