Note,Comment,Class
5.0,"Première partie du septième et dernier film (oui, pour ma part il n'y a que 7 films, dont un en deux parties) de la plus grande saga de sorcellerie.Peut-être pour se rattraper de ses erreurs sur le précédent film ou simplement parce que c'est le dernier film, David Yates (le réalisateur) rend celui-ci hyper fidèle au livre. Il est sans conteste l'un des (pour ne pas dire le) plus fidèle. Presque rien n'a été oublié, si ce n'est l'histoire de Dumbledore qui aurait dû être plus développée. Mise à part ça, cette première partie est d'une grande fidélité au livre et ça fait extrêmement plaisir de profiter enfin d'une excellente adaptation. Cependant, cette grande fidélité provoque de légères longueurs pendant le film qui ne se font pas forcément ressentir mais qui sont tout de même perceptibles.Harry, Ron et Hermione sont désormais de jeunes adultes. Ils sont comme d'habitude, très bien interprétés. Tout le reste du casting est très bon. Les effets spéciaux sont une nouvelle fois réussis. Le réalisateur a effectué un excellent travail sur le climat de peur et de guerre, qui règne dans le monde des sorciers.La musique de ce film composée cette fois-ci par le français Alexandre Desplat qui nous compose une B.O qui ne passe pas inaperçue et qui contribue à l'ambiance angoissante et sombre du film. Un très bon volet de la saga.",pos
4.0,"Le fait de couper le film en deux permet à Yates de prendre son temps sur l'histoire, pour ne pas tout expédier en deux minutes, même si il y a encore quelques détails qui changent par rapport au livre mais franchement rien de ""choquant"", surtout quand on a vu l'adaptation du Prince de Sang mêlé quelques jours plutôt, où là, c'était un pur massacre fait au bouquin. Non, ici ce n'est rien d'autre que des modifications sur la présence ou non de certains personnages dans différentes scènes du film. Il n'y a d'ailleurs que deux passages qui m'ont fait tilter, celle de la transformation des ""Harry Potter"" et de son extraction de Privet Drive vers le Terrier (qui normalement n'arrive pas directement au Terrier mais chez les parents de Tonks, mais franchement ça c'est logiquement imputable, ça ne sert pas plus que ça), car les mangemorts repère le vrai Harry à cause d'Hedwige dans le film, mais dans le livre c'est parce qu'il combat en utilisant le sortilège ""Expelliarmus"", ce qui montre qu'il ne cherche pas à tuer, et c'est ce qui fait sa force alors qu'ils sont en pleine guerre. Et le deuxième passage c'est celui qui m'a le plus dérangé, c'est celui avec les rafleurs. Autant l'aspect des rafleurs en général me botte pas trop, mais la façon dont ils découvrent le petit groupe est pas très bien mise en scène je trouve, trop théâtral à mon goût cette course poursuite avec des sortilèges qui volent, explosant dans tout les sens tels des pétards du 14 juillet... Mais le plus bizarre c'est que Yates inclut Fenrir Greyback comme un rafleur de base, qui en plus fait plus animal de compagnie qu'autre chose. C'est pourtant sensé être un personnage cruel, qui s'impose et ne se laisse pas guider par un simple sorcier de base, il a d'ailleurs causé pas mal de dégâts dans les livres. C'est les seuls reproches que je ferai sur la fidélité au septième tome de J.K.Rowling. David Yates accentue bien sur le côté maléfique de la situation, ce qui en dégage une ambiance très sombre, tout est sombre d'ailleurs, les vêtements, le temps, les maisons, le ministère. On pourrait reprocher au réalisateur cette atmosphère déprimante, si il n'avait pas mis quelques brides de moments joyeux pour représenter le combat et l'espoir de nos héros, et ça il l'a fait en incluant quelques touches d'humour, une danse vraiment sympa (à son initiative, car ça n'est pas dans le bouquin, alors pour une fois que Yates (ou un membre de son équipe) réussi à inclure un peu de sa sauce dans l'oeuvre déjà parfaite de Rowling, Cuaron l'avait fait dans Le Prisonnier d'Azkaban avec un ajout sur la mise en scène des passages sur le retourneur de temps) et touchante, ou la fête pour célébrer le mariage de Fleur et Bill. Mais en prenant du recul on voit que c'est un film majoritairement sombre, notamment avec le périlleux voyage pour détruire les horcruxes que certains trouve trop long et ennuyeux, moi j'adore ! Pour une fois qu'on peut poser les personnages et les observer à la loupe, j'ai apprécié... En parlant de ce road trip version sorcier, c'était l'occasion de découvre autre chose que le château de Poudlard, même si j'adore la féerie du lieu (!), c'est toujours agréable de s'évader dans des forêts enneigés (la neige, un élément naturel bien magique d'ailleurs !), voir des lacs, un village presque désert dans la présence presque oublié de Noël, ou même une vue du haut de falaises, en bref on s'évade tout autant. La photographie est bien géré, malgré les nombreux cgi. Les effets spéciaux sont excellents, il n'y a rien à dire, beaucoup de soins apportés aux détails, comme lors de la réunion des mangemorts au début, car le professeur Charity Burbage qui flotte au dessus de la table c'est un mannequin superbement détaillé à l'image de l'actrice. Ce n'est qu'un exemple parmi tant d'autres, le serpent est pas mal, la transformation du visage de Fiennes en celui de Voldemort est impressionnant aussi. Les costumes collent bien à l'ambiance, bien que, comme je l'ai dis plus haut, les costumes sont tous noirs ou gris, alors si les mangemorts échangeaient leurs costumes on ne le remarquerait surement pas. Le passage dans le ministère est très mouvementé, un des meilleurs passage du film. Parlons rapidement de la prestation des acteurs. Juste avant je voulais juste dire que j'ai commencé le film en vf, puis j'ai mis certains passages en version originale, notamment celle dans le manoir avec Bellatrix Lestrange, ou plutôt Helena Bonham Carter, j'aime tellement cette actrice que j'ai savouré toutes ses performances en vo. J'ai également regardé la scène de la dispute dans la tente en vo, et ils ont pris du galons les jeunes ! C'est pas aussi captivant qu'un Alan Rickman, ou une Helena Bonham Carter mais devant ses icônes du cinéma anglais Daniel Radcliffe, Rupert Grint et Emma Watson tirent leur épingle du jeu ! Sans oublier Ralph Fiennes, à l'image d'un Andy Serkis sous les traits d'un King Kong ou d'un César, il excelle sous le masque du grand méchant, Voldemort. En bref ce film est largement au dessus des deux précédents que Yates avait déjà réalisé. Grâce au cisaillage du dernier film, qui permet un meilleur apport qualité dans la mise en scène, même si des passages sont dans l'excès inutile (cf la scène de la course poursuite avec les rafleurs...). C'est aussi un des films les plus fidèle au roman, ce qui ravira les fans comme moi. L'ambiance obscure est très bien retranscrite, même si ça peut parfois paraître too much que tout soit en noir. La photographie et les paysages sont magnifiés lors du road trip dans les horizons du Royaume-Uni et les effets spéciaux sont toujours à la hauteurs, ils n'ont jamais flanchés dans la saga à mon souvenir d'ailleurs. Les acteurs sont très bons, mais les deux grosses super-star du film Helena Bonham Carter et Ralph Fiennes marque de leur présence par un charisme évident (Alan Rickman apparaît très peu de temps malheureusement).",pos
5.0,"Une Réussite Total. Aprés Six Épisodes incontournables,le réalisateur David Yates réussit le pari audacieux de couper en deux parties cette septième et ultime aventure dont cette Premiére Partie parvient a se différencier des autres en étant une sorte de Road Movie Initiatique.Pour Commencer la Réalisation est Somptueuse en disposant de quelques plans séquences sublimes en nous dans divers environnement hostiles et qui est servi par une BO fabuleuse de Alexandre Desplat qui livre ici un travail remarquable en succédant dignement aux précédents compositeurs dont les thèmes musicales s'accordent parfaitement au long métrage. Ensuite le Scénario est plus Enrichissant et Captivant qui se permet d'y apporter quelques ajustements Scénaristiques trés audacieux par rapport au livre dont le rythme se maintient parfaitement tout au long des 2h25 de film avec en prime l'idée judicieux d'achever le film sur un Cliffangher surprenant, ajouter a cela des Effets Spéciaux ébouriffants en passant par des Morceaux de Bravoures stupéfiants ainsi que des Scenes D'Actions dantesques qui coupe littéralement le souffle tout en n'oubliant pas d'y apporter quelques moments intimistes d'une grande intensité émotionnelle tout en n'y insufflant quelques moments de calme et tension qui monte rapidement en puissance avec quelques notes de poésie dont notamment a travers une Séquence animée qui fait parti comme l'une des plus belles scènes de toute la saga. Enfin le Casting est quand a lui au sommet dont on retrouve en tête d'affiche Daniel Radcliffe qui est toujours aussi excellent dans la peau du sorcier courageux et intrépide qu'est Harry Potter devenu un jeune adulte plus déterminé que jamais a rechercher les mystérieux reliques nommée les Horcruxes pour lui permette d'anéantir son ennemi juré le maléfique et puissant mage noir Lord Voldemort dont l'acteur Ralph Fiennes s’approprie totalement le personnage de cet antagoniste redoutable, fort heureusement notre jeune héros est épaulé par ses loyaux et meilleurs amis Ron Weasley et Hermione Granger qui sont impeccablement jouer a nouveau par Rupert Grint et Emma Watson dont l'amitié est ici mis a rude épreuve entre nos trois sorciers devenues de jeunes adultes responsable qui devront faire face de multiples péripéties avant l'affrontement final sans oublier l'apparition de quelques nouveaux arrivants qui viennent enrichir l'univers de Harry Potter comme Rufus Scrimgeour le nouveau ministre de la Magie jouer avec brio par l'acteur Bill Nighy en passant par l'intriguant Xenophilius Lovegood le pére de Luna qui est l'une des amies dévoués du trio sans oublier le retour des Mangemorts qui sont les maléfiques serviteurs du Seigneur des Ténèbres qui viennent mettre des battons dans les roues a notre trio d'apprenti sorciers avec en tete la Dérangé et Dangereuse Bellatrix Lestrange camper a nouveau par Héléna Bonham Carter qui s'en donne a cœur joie ainsi que l'apparition trés appréciable quelques personnages phares qui viennent faire leurs adieux dans cet avant dernier volet commespoiler:la famille Dursley,Dobby,Dolores Ombrage,Fleur Delacour et Peter Pettigrewqui viennent complète cette magnifique distribution tout en apportant leur édifice au long métrage.En Conclusion, Harry Potter & Les Reliques de la Mort 1ere Partie est une incontestablement réussite en respectant a la lettre l'esprit et l'univers conçu par JK Rowling et qui s’avère a la fois Haletant,Sombre,Émouvant et Poétique dont les fans des Romans et des Précédents Films de la saga seront totalement combler par cet avant dernier Episode qui prépare en grande pompe la grande guerre entre sorciers dans la Deuxième et dernière partie qui parvient achever cette extraordinaire saga en Feu D'Artifice.",pos
4.0,"Une très bonne 1ère partie de l'ultime volet de la fabuleuse saga du jeune sorcier !L'histoire est très satisfaisante et l'univers magique reste génial !On retrouve toujours avec plaisir Daniel Radcliffe, Rupert Grint et Emma Watson qui sont encore impeccables dans le rôle des très sympathiques Harry, Ron et Hermione qui sont maintenant livrés à eux-mêmes pour leur périlleuse mission de retrouver les Horcruxes du terrible Voldemort et tous les autres acteurs sont une nouvelle fois très satisfaisants !Les créatures restent correctes et toujours aussi bien faites et les images sont encore convaincantes !Les effets spéciaux sont une nouvelle fois très bien réalisés et les décors restent formidables !Des paysages sont agréables et les lieux rencontrés sont toujours aussi convaincants et encore bien élaborés !Les costumes sont une nouvelle fois très bons et certains acteurs restent très bien maquillés !Les objets et équipements sont toujours aussi convenables et le Manoir des Malefoy est bien conçu.L'ambiance est plus sombre que dans les précédents films mais elle est encore plaisante et les musiques sont une nouvelle fois très bien composées.L’action reste au rendez-vous comme pour le début avec la spectaculaire bataille aérienne et la trépidante séquence dans le Ministère de la Magie qui est toujours aussi classe !Personnellement, j'ai beaucoup apprécié la scène où Harry et Hermione dansent ensemble car elle nous montre un peu de bonheur grâce à l'amitié malgré cette période très noire et la partie à Godric's Hollow ainsi que dans le Manoir des Malefoy est bien.Il y a encore de l’émotion et les rebondissements sont une nouvelle fois très efficaces, l’épopée est entraînante !Un premier acte donc très réussi des super aventures du célèbre Harry Potter avec un ton plus dramatique très bien maîtrisé dans un environnement qui reste très inventif à l'esthétisme toujours aussi soigné et qui nous rapproche avec beaucoup d’impatience du grand final tant attendu de cette fantastique franchise !On apprend des petites révélations intéressantes sur la prenante intrigue et on remarquera la mort regrettable d'un personnage connu et attachant...On nous donne vraiment hâte de voir la très prometteuse 2ème partie !",pos
4.5,"""1 an et demi après la sortie d’Harry Potter et le prince de sang-mêlé, la saga magique créée par J.K. Rowling entame sa dernière ligne droite avec Harry Potter et les reliques de la mort – Partie 1.Cet avant-dernier épisode nous raconte comment Voldemort va prendre le contrôle du monde magique et le départ d’Harry, Ron et Hermione à la recherche des horcruxes, dans le but de vaincre Voldemort.L’histoire de ce film est très intéressante. Déjà la meilleure idée de l’équipe du film, c’est d’avoir coupé le dernier livre en deux. Cela permet à l’histoire du film de bien développer l’univers de la saga et de prendre son temps pour le faire évoluer, le film prend aussi son temps pour bien développer les trois personnages principaux ainsi que leurs relations.Encore une fois, le film ne tourne pas en rond par rapport aux précédents, il est même très différent. Par exemple, c’est le premier film qui se passe totalement en dehors du cadre de Poudlard.Tous ces développements permettent de poser de très bons questionnements et amènent surtout de très bons rebondissements qui continuent de faire évoluer l’intrigue principale de la saga.On pourra seulement déplorer quelques facilités scénaristiques, quelques incohérences et quelques éléments manquants d’explications.""La suite ici :",pos
4.5,"«spoiler:Ce sont des temps sombres…»Suite à la disparition de Dumbledore, Voldemort et ses troupesspoiler:prennent le contrôle du Ministère de la Magie et de Poudlard, et lancent une chasse aux sorcières pour exterminer tous les métis et retrouver Harry.Les survivants forment des groupes de résistance. Et lorsquespoiler:la communauté du ""Golden Trio"" et de leurs proches survivants est découverte, Harry, Hermione et Ron ont juste assez de temps pour échapper au génocide en cours. Ils fuient et se cachent, errant entre forêts et montagnes, avec quelques rares incursions dans des zones plus dangereuses afin de récolter des indices qui pourraient les conduire aux Horcruxes, qui doivent être détruits afin d'affaiblir Voldemort.Dans leur quête, ilsspoiler:visitent le lieu de naissance d’Harry avant de se retrouver chez Xenophilius Lovegood, où ils découvrent l'histoire des Reliques de la Mort. Peu de temps après, ils sont capturés par des ravisseurs, qui les livrent à Bellatrix Lestrange au Manoir Malefoy.Dobby, l'Elfe Affranchi,spoiler:a juste le temps de sauver Harry, Hermione et Ron, avant qu'il ne soit mortellement blessé et ne succombe dans les bras d'Harry, qui insiste pour avoir des funérailles dignes, sans magie, afin d'honorer la mémoire et le sacrifice de leur cher ami.Alors que nos compagnonsspoiler:attristés se recueillent sur la tombe fraîchement creusée et recouverte du pauvre petit elfe, Voldemort viole la sépulture de Dumbledore afin de s'emparer de la baguette la plus puissante jamais créée.Cette première partie des ""Reliques de la Mort"" se conclut sur cettespoiler:terrifiante perspective.Un film intimiste, tendu et passionnant, qui permet à David Yates de conclure brillamment et pleinement la saga Harry Potter avec ce dernier épisode en deux parties.4.7/5",pos
4.0,"Pour les fans ayant découvert HP par les films, ce dernier volet divisé en deux parties est une incompréhension. Trop lent, pas assez d'actions, un Poudlard dont on était habitué comme étant le décors principal complètement absent, bref, c'est surtout le côté ""on va faire deux films pour doubler les bénéfices"" qui gêne tout le monde. Aujourd'hui monnaie courante, cette pratique demeure pour les vrais HP books fans que du bonheur, car elle permet de vivre au maximum tous les éléments présents dans le dernier livre de cette mythique saga. Pour ma part, ça a beau être le dernier livre que j'ai lu (logique), il m'en reste peu de souvenirs tellement ces deux films représentent bien l'intégralité de l'intrigue. La première partie est clairement moins rythmée que la seconde, il s'y passe pourtant beaucoup d'événements intéressants, et de mémoire c'est l'article sur Dumbledore, qui a d'une certaine façon obsédé Harry qui est le moins représenté. Sinon j'ai envie de dire la base = Harry   Ron   Hermione. Voilà, que demander de plus ? Les reproches qui peuvent être fait ici serait plus à adresser à J.K. car du point de vue de la réalisation c'est du bon boulot. Dobby, Bellatrix, Bathilda Tourdesac et Xenophillius Lovegood seront là également pour quelques passages mémorables. Vive les Horcruxes et vive Harry !",pos
5.0,"Que puis-je dire d’autre que merci David Yates pour ce spectacle d’une qualité hors du commun, cette évasion nous transplanant au cœur de l’action, aux côtés de ses héros juvéniles que l’on affectionne un peu plus à chaque nouveau tome ! En effet, Harry, Ron et Hermione nous apparaissent de plus en plus attachant avec le temps et le recul sur les évènements. Leurs relations se sont approfondies, au même titre que leur talent. Ce 7ème volet se détourne définitivement de Poudlard et sa féérie omniprésente pour nous immerger dans les limbes des forces du mal. La quête d’Harry Potter est claire : poursuivre l’œuvre de Dumbledore en débusquant et détruisant les horcruxes, ces objets maléfiques dissimulant le pouvoir destructeur de Voldemort. L’énigme semble irrésolvable pour nos trois amis qui piétinent inlassablement dans des espaces surréalistes et des forêts parsemées de Mangemorts. Le voyage est hors du temps, et  les paysages nous aimantent vers cette noirceur contrastée de beauté. Les jeux des trois personnages campés respectivement par Daniel Radcliffe, Rupert Grint et Emma Watson se sont nettement affinés, prenant désormais une ampleur remarquable à l’écran. On s’y attache réellement, autant qu’à leur amitié, à leurs disputes, et à leurs réconciliations. Ces trois là crèvent l’écran, et nous transportent dans cet univers profond, en surface de tous les dangers. Ce 3ème tome adapté par David Yates se décline comme une sorte de thriller fantastique, où la puissance et l’enjeu des précédents volets se rejoint en une apothéose de rebondissements. Le rythme n’aura jamais été aussi homogène sur une durée de 2h20, et la beauté des effets spéciaux, enivrante à son paroxysme. Au même titre que Cuarón dans le Prisonnier d’Azkaban, le cinéaste anglais fait preuve d’une grande inventivité en s’appropriant l’œuvre de Rowling. Un deuxième chef d’œuvre en titre époustouflant pour une saga qui ne cesse de surprendre et d’émouvoir. 5/5",pos
4.5,"C'est l'un des meilleurs films de la saga, même si ce film est également émouvant (aux âmes sensibles : sortez les mouchoirs). Les décors sont une fois de plus splendides, mais également très impressionnants et imposants, tandis que la réalisation est vraiment extra. On a d'ailleurs l'impression d'être littéralement dans le film, tant les plans sont top. Mais si on est presque transportés dans les scènes d'action, on l'est aussi sur un plan émotionnel. Le scénario est génial, même si certaines scènes sont poignantes. Le rythme est très soutenu, donc on n'a pas le temps de s'ennuyer ou de dormir. Mais cet avant-dernier film annonce également la fin qui approche inévitablement ⚡",pos
4.0,"Harry Potter and the Deathly Hallows: Part 1se situe de manière expectative, il s'agit de donner du relief, le tout en prenant le temps de développer son intrigue centrale en prime de tout ce qui reste. Si certains déplore le procédé mercantile de spliter l'ultime chapitre en deux partie, j'aime quand à moi l'idée de laisser le temps faire son œuvre, sans se presser.Il faut reconnaitre à David Yates l'initiative de cette prise de risque. Il y développe aux cours de ses deux heures et quelques ses envies et livre un travail plus qu'honnête et je trouve bien relier. Le tout sans se précipité, il a raison. Alors oui bien sur on peu lui reprocher ses quelques plantades, mais il faut aussi avouer qu'il confronte ses idées et en trouvent de bien bonnes à l'occasion. Cette séquence en animé est pour moi la scène clé de ce film, un moment extrêmement fort dans le récit, touts films confondus !Les scènes de poursuites, ou de fuites plutôt, sont elles aussi magnifiquement conduites. La première qui les amènent chez les Weasley, tout comme celle du ministère ont de quoi faire des effets question palpitations. J'aime aussi celle de la foret, lorsque les rafleurs leurs tombes sur le dos. Les effets de styles sont parfais.Le recentrage de son intrigue sur ces son trio de tête m'a convaincu dans son ensemble. Quelques maladresses se glissent ici et là, l'apparition d'Hermione et de Harry à Ron lors de la destruction du collier synthétise les quelques manquées du genre ! Sans être cruciales, les moments d'unions et de désunions apportent encore un nouvel élan dramatique plus mature. Certains passages sont ici très beaux comme lorsque Hermione et Harry se rendent à Godric's Hollow, cette gerbe sur la tombe touche indiciblement une corde sensible. Les conversations sur les énigmes présentes m'ont aussi beaucoup plu, la butté qu'ils affrontent est importante, j'insiste mais le temps devait être pris !Un film que j'aime de plus en plus, oui ! Vite, la suite.",pos
