Note,Comment,Class
5.0,"Le Meilleur de la Saga. Aprés Sept Épisodes mémorables,le Réalisateur David Yates met les bouchés doubles en nous livrant la Conclusion tant attendue avec cette Deuxième et Dernière Partie du plus célèbre des Sorciers qui a émerveillé le monde entier pendant 10 ans.Pour Commencer la Réalisation est d'une virtuosité en étant parfaitement maîtriser avec des Décors Fantastiques et trés variées dont on retrouve pour la dernière fois certains lieux mythiques de la saga comme la Banque Gringotts,la Foret Interdite,Poudlard ainsi que quelques lieux trés connus et qui est servi par une BO magistrale de Alexandre Desplat qui donne un sacrée Souffle Épique en concoctant des Themes trés puissant qui correspond parfaitement au long métrage. Ensuite le Scénario est Aboutissant et Passionnant en parvenant même a résoudre certains mystères ainsi que quelques Questions rester sans réponses depuis le commencement de la saga dont le Rythme est Effréné sans jamais nous laisser le temps de respirer au cours des 2h10 avec en prime un Épilogue douce-amère qui risque de diviser, ajouter a cela des Effets Spéciaux encore plus Impressionnantes ainsi que des Séquences D'Actions Époustouflants qui n'oublie pas pour autant de nous en mettre plein la vue a travers également des Scènes de Batailles Dantesques mais qui n'oublie pas pour autant de nous réserver sont lot D'Humour,D'Emotion et de Poésie qui parfaitement intégrer au long métrage. Enfin le Casting est impériale en livrant une prestation d'acteurs irréprochable dont on est fier de retrouver une dernière fois ces personnages qu'on a apprit a connaitre et éprouver pour la plupart de la pitié ou de la sympathie avec en tete d'affiche Daniel Radcliffe qui est épatant en livrant une belle prestation d'acteurs en rendossant le rôle mythique de Harry Potter qui est poussé littéralement jusqu’à ses derniers retranchements en acceptant son destin fatidique tout en étant épaulé par ses meilleurs amis de toujours les dévoues Ron Weasley et Hermione Granger qui voient leur amour naître au grand jour sont magnifiquement jouer par leurs interprètes respectives Rupert Grint et Emma Watson, a leurs cotés notre trio est rejoint par une multitude de Personnages récurrents dont certains possédent leurs heures de gloire comme le jeune Neville Londubat qu'on découvert comme Craintif et Maladroit au début de la saga tout en devenant un jeune homme plus Courageux et Fonçeur dont l'acteur Matthew Lewis tire son épingle du jeu mais la palme revient a l'intriguant et ténébreux Severus Rogue qui joue un rôle crucial dans cette gigantesque bataille dont on découvre quelques facettes surprenantes a cet énigmatique personnage dont le regretter Alan Rickman parvient prodigieusement a retranscrire les émotions du personnage sans oublier l'apparition de quelques figures importantes de la saga commespoiler:les fantômes de Sirius Black,James et Lilly Potter,Albus Dumbledoreet pour combler le tout l'univers de la magie composer de Sorciers et de Créatures décident d'unir leurs forces pour contrer la gigantesque armée tenu par le Machiavélique et Puissant Lord Voldemort jouer avec panache par Ralph Fiennes qui est rejoint par ses serviteurs dévoues comme la Famille Malefoy,Bellastrix Lestrange qui sont jouer avec justesse par Jason Isaacs,Helen McCrory,Tom Felton et Héléna Bonham Carter qui complet cette fantastique Distribution au grand complet. En Conclusion, Harry Potter & Les Reliques de la Mort 2eme Partie est une excellente Deuxième Partie qui parvient a conclure en apothéose cette remarquable Saga qui entre dans l'histoire du Septième Art et qui s'avere a la fois Épique,Sombre,Émouvant,Poétique et Spectaculaire dont les inconditionnels de la saga seront littéralement combler par cet ultime chapitre dont on ressort avec une certaine nostalgie tout étant émut de tristesse et de joie de quitter cet Univers Enchanté et Périlleux dont on peut espérer que le Spin-Off dérivé sur les Animaux Fantastiques sera a la hauteur de cette fabuleuse Saga qui a marquer les années 2000-2010 qui est a voir et a revoir sans modération.",pos
4.5,"Pour cette deuxième partie finit les balades dans les champs et les promenades sous la neige, finit le camping, Harry, Hermione et Ron savent enfin ou est leur objectif final ! Le film commence ou le précédent c'était arrêté, c'est à dire à la Chaumière aux coquillages, la maison de Fleur et Bill. Mais il n'y resteront pas longtemps, avec un petit détour à la banque Gringotts qui s'avèrent très réussit niveau rythme et tension, c'est d'ailleurs une partie de l'histoire riche en effets spéciaux, le dragon est très bien fait, l'ambiance encore une fois sombre de la banque est très réussie, cette ambiance est un peu la marque de fabrique de tout les films (de la saga) de Yates, et c'est ce qui nous fait ressentir la noirceur du chapitre final. Mais on retourne vite aux sources, à Poudlard, car c'est environ 1h30 du film qui ce passe dans ce château. J'ai quand même eu l'impression que ce château n'avait pas le même charme que dans les précédents films, je sais pas trop pourquoi, peut être n'a t-il pas été filmé avec attention ? Sinon l'intérieur du château est très spacieux, ce qui laisse place à des plans de caméras intéressants, on prend souvent de la distance pour apercevoir l'ampleur des événements, comme le rassemblement des élèves par Rogue dans la grande salle pour avoir des informations sur Harry, Rogue est filmé en gros plan, et les élèves sont survolés, comme pour montrer qu'ils sont sous le joug de la tyrannie (une tyrannie qui ressemble pas mal à celle de la seconde guerre mondiale et de la dictature d'Hitler, beaucoup de points communs dans la saga d'ailleurs, comme les ""sangs de bourbes"" qu'on apparenteraient aux juifs, ou la marque des ténèbres à la croix gammé, vous pouvez chercher les similitudes elles sont nombreuses !), et puisspoiler:apparaît Harry Potter, sortant de la foule, les alliés arrivants derrière lui avec les battants des portes qui s'ouvrent lorsque Harry les annoncent, c'est une scène exagérée et très théâtral mais j'ai quand même aimé ! Bon encore une fois, comme toutes adaptations, le récit change sur certains points par rapport au livre, mais allez on s'en fou cette fois ! Ce n'est pas essentiel, c'est un film réussi dans sa composition, outres les différents plans de caméra astucieux, les émotions passent plus que dans n'importe quels autres films de la saga, on pourrait surement mettre ça sur le compte de la nostalgie, mais c'est tout de même le travail de Yates qui paye. Même en revoyant le film une seconde fois et ayant lu le livre au moins deux fois également, j'ai été ému une nouvelle fois à la vuespoiler:de la mort de Rogue, qui reste l'une des plus touchantes tellement elle a été brutale, avec la violente attaque du serpent! On compatit d'autant plus quespoiler:le personnage est en surface antipathique, mais à l'intérieur c'est l'un des personnage les plus courageux, c'est un moment qui m'a encore plus touché dans le livre car c'était aussi la découverte de son bon côté. C'est mon personnage préféré au final, autant dans le livre que dans les films,spoiler:Alan Rickmanoblige. Sinon il y a lesspoiler:morts de la bataille de Poudlard aussi, des têtes connuesqu'on regrette aussi ! D'ailleurs en parlant de la bataille elle est superbe ! Mais, quitte à me répéter encore et encore, je n'adhère toujours pas aux mangemorts qui volent ! En plus c'est un condensé de tout les personnages de la saga, on retrouve Cho Chang, Remus Lupin, Kingsley, Dean, Seamus ou encore Neville qui est ici mis à l'honneur ! Les combats sont très bien faits, les assauts du professeur McGonagall contre Rogue, le combat entre Harry et Voldemort (que je trouve également trop ""m'as tu vu"" malgré la qualité) et les autres en second plan. Je parle de batailles, de moments tristes, de noirceur, mais l'humour est aussi présent ! Et avec finesse. En vous donnant juste un exemple : le professeur McGonagall jette un sort pour animer les statues de Poudlard pour qu'elles défendent le château, et juste après elle sort une réplique marrante ""spoiler:J'ai toujours rêvée depuis toujours d'utiliser ce sortilège"", et tout ça avec l'expression d'une petite fille. Ron et Neville sont également les ""rigolos"" du film. Les acteurs sont excellents, surtout, et je vais encore y revenir, Alan Rickman dans la peau du professeur Rogue, qui nous livre là sont ultime partition, celui qui m'a tant fait détester puis aimer ce personnage. Après Helena Bonham Carter qu'on ne présente plus, est également dans la continuité de sa talentueuse interprétation, un personnage un peu à l'image de l'univers de son mari, Tim Burton. Maggie Smith prouve aussi qu'elle fait partie des meilleurs comédiens britannique. Et puis Ralph Fiennes, qui livre une excellente performance, grâce au dernier opus qui met inévitablement Voldemort sur le devant de la scène. Sinon Daniel Radcliffe livre peut être ici sa meilleure performance dans les HP, dont on pourrait peut être dire la même chose de ses compères Rupert Grint et Emma Watson. Tous au top pour le grand final donc ! En bref le dernier film de cette saga légendaire restera l'un des meilleurs long métrage de la franchise créée par J.K.Rowling. Le scénario est captivant et émouvant, ça foisonne d'effets spéciaux tous plus réussis les uns que les autres, la photographie est belle, la mise en scène très inspirée (malgré quelques facilitées à certains passages), surtout venant de Yates qui n'a, dans sa carrière, rien fait de très extraordinaire. Les acteurs sont toujours aussi géniales, qui confirme d'ailleurs ma passion pour Alan Rickman et Helena Bonham Carter. Ce côté nostalgique est très bien manié, avec des références sympathiques aux précédents films (comme les lutins de Cornouailles dans la salle sur demande faisant référence à la chambre des secrets). Très rythmé ce film est en haut du panier.",pos
4.5,"""On y est. Après 10 ans d’existence, la saga Harry Potter s’achève en 2011 avec Harry Potter et les reliques de la mort – Partie 2.Dans ce dernier film, Harry, Ron et Hermione continuent de chercher les horcruxes afin de détruire Voldemort. Leur quête va les amener à retourner à Poudlard où ils vont mener leur ultime bataille contre Voldemort.L’histoire de ce dernier film est donc dans la continuité directe de la 1ère partie des Reliques de la mort. En effet, ce film commence directement à la fin de son prédécesseur, il est donc très important d’avoir bien en mémoire ce qui s’est passé précédemment, d’autant plus que plusieurs détails de la 1ère partie des Reliques de la mort (et même des autres films) vont se révéler très importants dans ce dernier film.Mais cela n’empêche pas à l’histoire du film d’être très intéressant. Encore une fois, ce film ne tourne pas en rond par rapport aux précédents. Il a même réussi à se détacher réellement de la 1ère partie des Reliques de la mort. Ce n’est clairement pas le même film, et on se rend compte encore plus à quel point couper le livre en deux était une excellente idée.""La suite ici :",pos
4.0,"Bizarrement ma critique a disparue mais pas celles que je dénonçait, c’est-à-dire celles des fans de service qui mettaient 5 sans trop d’arguments que « c’est Potter » ou « trop triste c’est le dernier. ». Bref on va être plus objectif, cela n’empêchant pas de dire que c’est le meilleur de la saga.Bon déjà on finit la franchise et en apothéose. Le combat attendu a lieu et les FX s’étant améliorés tout au long des films on en profite ici. L’histoire se conclut, un peu de façon attendue mais on aurait été déçus par autre chose, surtout que ça n’empêche pas la complexité dans une ambiance dark et mature. Là on garde les bons éléments des opus passés afin de capitaliser la fin de la meilleure façon. Du coup la musique est bonne (Courtyard Apocalypse est superbe), les acteurs possèdent leurs persos à fond, casting/décors/costumes sont toujours top, la mythologie est bien en place, la quête un peu rébarbative de la 1ère partie trouve son but là, le montage est clair, les dialogues sont plus intéressants, les longueurs moindres… Bref la quintessence de Potter est ici, c’est moins gamin, après reste à voir si c’est le mieux.Le bat blesse dans le rythme. S’il se tient pour ce film on ne peut s’empêcher de remarquer qu’il est bien différent des 7 précédents. On a l’impression que ça se précipite car il faut expliquer ce qui n’a pas été dévoilé avant, tout en avançant l’histoire et en bouclant sans bâcler. Malheureusement ça n’a pas été bien réussi. S’il fallait un exemple : les Horcruxes, combien de temps pour en trouver 2 lors de la 1ère partie et en quelques minutes ils sont enchaînésspoiler:(trouvés et détruits), sans parler de la mort et l’histoire de Severus qui ne convient pas à un perso si important (trop court et sec)… Ah et un regret : Harry n’utilise plus rictum sempra et finit sur un bête sort, une exception après les nombreuses morts ça aurait fait plus adulte.Néanmoins on a une bonne fin a une immense saga du cinéma et de la littérature, l’émotion est là. L’auteur comme les réalisateurs ont su s’adapter, s’écouter, s’entendre et évoluer, l’histoire est bonne, bien traitée dans l’ensemble, les acteurs sont restés les mêmes dans la mesure du possible (Dumbledore) et la popularité du héros a amené des enfants à lire des livres, le truc pas désuet tiens…",pos
5.0,"«spoiler:Le garçon qui a vécu»Dès l'ouverture de cet épilogue d’une des plus grandes œuvres littéraires et cinématographiques de l'histoire, on estspoiler:saisi par une succession de plans tous plus parfaits les uns que les autres, jusqu'à la première scène dialoguée.Après avoirspoiler:récupéré et détruit un deuxième Horcruxe au Ministère de la Magie, notre légendaire ""Golden Trio"" chevauche un dragon jusqu'à Poudlard, où le troisième (et le quatrième) sont cachés dans ses entrailles.A leur arrivée, ils se rendent compte quespoiler:les forces rebelles sont toujours bien vivantes au sein de l'École de sorcellerie et de sorcellerie.Galvanisés parspoiler:leurs retrouvailles, élèves et professeurs fidèles à Harry Potter s'investissent corps et âmes dans la lutte contre le règne des ténèbres imposé par Voldemort et ses acolytes.Mais la lutte pourspoiler:délivrer le monde (de la sorcellerie) du mal exige un tel questionnement et un tel sacrifice que seule la foi absolue en soi – créée par ceux qui nous donnent le courage et la force de réaliser l'impossible, dans ce monde et au-delà – peut redonner espoir.Une sage conclusion surspoiler:le pouvoir (absolu)couronne cette réalisation majeure et phénoménale, qui a reçu à juste titre de nombreuses distinctions dans le monde entier.5/5",pos
4.0,"Il y'a toujours au moment de conclure les aventures de Harry Potter, cette petite émotion non feinte, à chaque fois de mise, au moment de dire aurevoir. J'avais déjà vécu la chose il y'a 3ans, date de la dernière visite, pareil 5 années plus tôt, sans doutes encore un peu plus à ce moment, enfin, quoique ...L'histoire ce conclu, ici, à Hogwarts, là ou tout débute, ou presque. La recette est d'ailleurs bien connu par nos soins, grands admirateurs de cette collection de films ayans bercé notre jeunesse, de l'émotion et de l'action, un récit parfais, une démonstration incroyable d'un alliage de force et de fragilité, tout ce qu'il y'a de plus épique en somme !Dans l'ensemble, tout n'est évidemment pas complètement raccord, on sent la précipitation à certains passages, honnêtement j'aurais d'ailleurs aimé un troisième film pour vraiment prendre le temps de rallonger la quête aux Horcruxes, voir à étoffés les scènes de certains ... Néanmoins, le film ne brade pas son Flashback, le moment le plus beau ce film, sans nul doutes !spoiler:La notion de Sacrifice est ici le cœur de l'intrigue. Les pertes sont nombreuses, la mort de Séverus reste quand même selon moi le départ le plus insoutenable de cette Saga ! Il porte tout le poids de sa dévotion, il l'a définie comme personne. Vraiment mon personnage fétiche ( avec Rémus ) et ceux jusqu'au firmament de cette histoire magique.J'en reviens là ou je commençais, qu'importe ici et là les deux ou trois points noirs, l'attachement conséquent porté à ses personnages, à son univers juste incroyable ( J.K Rowling à vraiment écrit là une fantastique contribution à la littérature moderne ! ) font que chaque retrouvaille soit aussi intense ! J'ai adoré son premier film à l'âge de 10 ans, j'ai suivit à mesure avec la même adoration ses suites, les années futures n'entacheront en rien la tendresse que j'ai pour ses incroyables péripéties de sorciers.Merci et à dans quelques années !",pos
5.0,"Dans l'ensemble, Harry Potter et les reliques de la mort partie 2 est un film grandiose et émotionnellement puissant qui offre une conclusion satisfaisante à la saga des films Harry Potter. Le film est visuellement époustouflant, avec des scènes de bataille épiques qui sont magnifiquement réalisées.Les performances des acteurs sont également excellentes, avec Radcliffe, Watson et Grint donnant des performances convaincantes et émotionnelles. Les personnages secondaires, tels que Neville Longdubat et Molly Weasley, ont également des moments forts et inoubliables dans le film.Ce qui rend Harry Potter et les reliques de la mort partie 2 si grandiose, c'est qu'il capture parfaitement l'essence de la série Harry Potter. Le film est sombre et intense, mais il offre également des moments d'espoir et de courage qui font de cette saga un classique intemporel.De plus, le film est fidèle à l'histoire originale, offrant une fin satisfaisante à l'histoire de Harry Potter et de ses amis. Les fans de la série seront ravis de voir comment tous les éléments se réunissent pour créer une finale émotionnelle et poignante.En fin de compte, Harry Potter et les reliques de la mort partie 2 est un film grandiose et émotionnellement puissant qui offre une conclusion satisfaisante à la saga des films Harry Potter. Avec sa direction artistique impressionnante, ses performances solides et son intrigue bien construite, le film est juste GRANDIOSE !!!!!!!!!!!!!!!!!!!!!!",pos
4.0,"'Harry Potter et les Reliques de la Mort - Partie 2' clôture la saga avec une intensité et une émotion palpables. Ce dernier épisode, bien qu'il contienne des retournements de situation parfois tirés par les cheveux, offre une conclusion satisfaisante et épique à l'épopée magique.Le film se distingue par ses séquences impressionnantes, magistralement mises en scène, qui captivent le spectateur et l'emportent dans la bataille finale. La réalisation excelle à insuffler une tension dramatique et un rythme soutenu, contrastant avec la première partie plus lente.Les moments culminants sont à la hauteur des attentes, remplis de grands enjeux et d'intense émotion, et permettent de rendre justice aux arcs narratifs des personnages que l’on a suivis pendant des années.En dépit de quelques maladresses narratives, 'Les Reliques de la Mort - Partie 2' réussit à conclure l'histoire de manière grandiose, célébrant l'amitié, le courage et la lutte contre le mal, et laissant une empreinte durable sur le public.",pos
5.0,"Extraordinaire !! On n’en attendait pas mieux du grand David Yates pour le bouquet final tant attendu. Si vous n’avez aucune idée de ce qu’est la perfection, en voici une définition magistrale en deux heure de temps. L’aboutissement de dix années de tournage nous est servit sur le plus beau plateau imaginable. Je ne vois pas ce que l’on aurait pu attendre de plus beau, de plus intense, pour clôturer avec brio l’une des sagas les plus cultes de notre époque, si ce n’est LA plus culte. Tant de révélations dans ce dernier volet qu’on ne sait plus où donner de la tête. Ces affrontements titanesques à la Seigneur des Anneaux, ces phases de réflexion, ces élans émotionnels, ces rôles secondaires taillés sur mesure, et ces performances d’acting irréprochables…Tout est orchestré d’une main de maitre avec une extrême minutie et dans le plus grand respect des fans. Toutes les intrigues laissées en suspend sont enfin dénouées, très simplement, et avec une grande émotion. Sans oublier l’ultime combat, épique et tout en finesse, entre malice et fureur sur les ruines de Poudlard. Quelle imagination démentielle cet auteur ! J. K. Rowling peut être fière de son bébé et ce que quatre réalisateurs talentueux en ont fait. Un magnifique fond de morale sur l’amitié et la sagesse, le fait de grandir et d’assumer ses choix avec dignité. Harry Potter est bien plus qu’une littérature jeunesse, c’est aussi une belle leçon de vie. Mais toutes les bonnes choses ont malheureusement une fin. Mention spéciale pour ces huit monuments du cinéma dont la saga entre définitivement dans mon top 10. Je terminerais par une petite pensée pour Alan Rickman sans qui ces chefs d’œuvres auraient manqué de noirceur et d’intensité. Du grand cinéma de référence. 5/5",pos
4.0,"La célèbre saga ""Harry Potter"" touche à sa fin , l'ultime épisode et l'affrontement final entre Harry et son ennemi juré Voldemort est enfin arrivé . Action , suspens , des décors superbe , effets spéciaux grandiose , des musiques magnifique et surtout des scènes de batailles époustouflante , en bref tout est réuni pour nous concocter un final explosif qui ne nous fera pas oublier de si tôt cette saga . Les acteurs jouent toujours aussi bien , même mieux d'ailleurs . Au fil des films nous avons vu les acteurs grandir et leurs personnages évoluer eux aussi , et pour le final ils sont tous au meilleur de leur forme pour nous offrir un affrontement final a la hauteur de nos éspérances . Ce dernier épisode s'achève en apothéose , c'est une fin spectaculaire que nous offre David Yates a ne manquer sous aucun prétexte .",pos
