Note,Comment,Class
4.5,"Harry Potter à l'école des sorciers est le premier volet d'une des plus fabuleuses saga littéraire et cinématographique. Cette saga est même culte, qui n'a jamais entendu parler de Harry Potter? Bref, pour ce premier film Chris Columbus maîtrise très bien l'univers et dirige super bien les acteurs principaux, à savoir: Daniel Radcliffe, Rupert Grint et Emma Watson tous les trois très attachants et charismatiques. Les autres acteurs comme Robbie Coltrane, Maggie Smith, Alan Rickman et Richard Harris sont aussi excellents quoique j'ai un peu de mal avec Richard Harris car il fait vieux sorcier qui vas bientôt mourir, pas vieux sorcier puissant, c'est pour sa que je préfère la performance de Michael Gambon qui le remplacera à partir du troisième épisode. Mais attention, je n'ai pas dit que Richard Harris jouait mal, loin de là. Bon, à part ce point là vous l'aurez compris, un casting de rêve. Le côté visuel est une pure merveille et la musique... Ooh! La musique! Excellente! Légendaire! John Williams nous sert une de ses meilleures partitions musicales. Du très bon travail. Néanmoins, étant fan de la saga littéraire, je ne peut regretter plusieurs points. L'absence de peeves, Norbert le dragon qui ne sert à rien dans le film alors qu'il est assez important dans le livre(il prend une bonne partie du livre) Je regrette aussi un autre point, j'ai un problème avec Columbus, le film respecte très bien le livre, mais Columbus a tellement tenu à être fidèle au livre que les personnages ne font pas preuve de personnalité. Je veut dire par là que les moments d'impact psychologique sur Harry par exemple( après le miroir du risèd) à été supprimé. Les seuls moments où les personnages font preuve de personnalité, c'est quand sa sert de réci. Mais globalement, ce premier volet est excellent. Je préféré tout de même le livre mais bon, Harry Potter débute très bien au cinéma!",pos
5.0,"Une Réussite Total. Le réalisateur Chris Colombus livre une formidable adaptation du plus célèbre des Sorciers adapté du best-steller de JK Rowling qui nous plonge pour la première fois l'univers merveilleux et Enchanteur du monde des Sorciers. Grace a une Réalisation irréprochable en passant par des Décors magnifique qui retranscrit merveilleusement l'univers du roman dont le fantastique château et Ecole de magie nommée Poudlard et qui est servi par une BO envoûtante de John Williams qui correspond merveilleusement au long métrage. Ensuite le Scénario est Captivant jusqu'au bout en faisant la connaissance du petit sorcier a lunettes et de son univers ensorcelant qui respecte fidèlement le roman tout en nous transportant dans un merveilleux voyage pleine de péripéties au cours des 2h20 de film, ajouter a cela des Effets Spéciaux Spectaculaires qui met plein la vue en passant par des Morceaux de Bravoures Épiques ainsi qu'une bonne note d'Humour et de Tendresse qui sont également trés présent. Enfin la Distribution choisi pour ces personnages émblématiques est tout simplement Judicieux avec en tete d'affiche le jeune acteur Daniel Radcliffe qui tire son épingle du jeu en livrant une belle prestation dans la peau de Harry Potter le légendaire sorcier et orphelin a la cicatrice en forme d'éclair dont on éprouve beaucoup de sympathie pour ce personnage, a ses cotés notre jeune héros ferra la connaissance d'une multitude de Personnages hauts en couleurs qui l'entoure dont l'interprétation est sans irréprochable comme les jeunes sorciers en herbe qui deviendront ses meilleurs amis composer de l'amusant et imature Ronald Weasley et  de la brillante Hermione Granger qui sont camper avec brio par Rupert Grint et Emma Waston dont l'alchimie qui se nouent entre trois jeunes acteurs fonctionne a merveille a l'écran sans oublier quelques autres protagonistes marquants comme Albus Dumbledore le directeur de Poudlard mais également le protecteur de notre héros en passant par la sévère mais juste Professeur de métamorphoses Minerva Mcgonagall ainsi l'intriguant professeur de potions Severus Rogue mais aussi le sympathique Professeur Quirell qui donne des cours de défenses contre les forces du mal et enfin l'attendrissant gardien et garde chasse Rubeus Hagrid dont l'interprétation respective de Richard Harris,Maggie Smith,Alan Rickman,John Hurt et Robbie Coltrane jouent a la perfection ces personnages phares de la saga sans oublier quelques antagonistes qui viennent faire leur entrer comme le puissant et terrifiant sorcier Lord Voldemort dont l'ombre plane sur cet épisode suite a son acte terrible commis sur la famille de Harry Potter en passant par l'épouvantable famille d'adoption de notre héros les affreux Durlsey qui est composer de Vernon et Pétunia ainsi que de leurs fils trés gâté Dudley qui sont impeccablement jouer par Richard Griffiths, Fiona Shaw et Harry Melling mais également l'arrogant et odieux Drago Malefoy qui est l'un des ennemis juré de notre Jeune Sorcier et de ses amis qui viennent compléter cette Distribution de haut vol. En Conclusion,Harry Potter a L'Ecole des Sorciers est un excellent Episode d’Introduction mais surtout un Premier Episode de qualité qui parvient avec panache a poser les bases de cette fabuleuse saga cinématographique et qui s’avère a la fois Féerique,Poétique,Drôle,Tendre et Epique dont les inconditionnels des romans de JK Rowling seront littéralement aux anges avec cette Première aventure inoubliable qui rentre au panthéon des films les plus marquants des années 2000 et dont les opus suivants sont largement a la hauteur des livres pour notre plus grand plaisir.",pos
4.5,"Un excellent premier volet d'une saga fabuleuse !L'histoire est vraiment très réussie et l'univers magique est juste génial !Le jeune Daniel Radcliffe est parfait dans la peau d'Harry Potter et Rupert Grint et Emma Watson qui interprètent Ron Weasley et Hermione Granger sont impeccables aussi dans leur rôle !Tous les autres acteurs sont très bons et les créatures sont satisfaisantes et bien faites !Les images sont très bonnes et les effets spéciaux sont très bien réalisés !On est émerveillé devant les formidables décors, les lieux rencontrés sont très convaincants et bien conçus et l’école Poudlard est absolument très appréciable et très bien élaborée !Les costumes sont très beaux et certains acteurs sont très bien maquillés !Les objets sont vraiment très satisfaisants et très bien faits et l’ambiance est très plaisante !Les musiques sont très bien composées et la partie finale avec les obstacles pour atteindre la Pierre philosophale est très convaincante !Il y a de l’émotion et l'aventure est absolument très entraînante !Un premier opus donc tout simplement super avec des personnages très sympathiques et attachants dans un esthétisme très soigné où l'on découvre le très agréable et merveilleux monde fantastique de la célèbre franchise du jeune sorcier qui a été magnifiquement bien imaginée et surtout qui nous enchante avec plaisir !",pos
4.5,"«spoiler:Des livres ! Et de l'intelligence! »Une adaptation fidèle de l'œuvre de J.K. Rowling, portée au grand écran grâce à une direction artistique sublime et à un casting stellaire de légendes et de recrues du cinéma.Des enfants acteurs, dont Daniel Radcliffe, Emma Watson et Rupert Grint dans les rôles principaux, qui s'attèlent, avec brio, à la tâche de donner vie aux personnages et à l'univers d'Harry Potter.«spoiler:C'était un rêve ; J'ai rêvé qu'un géant appelé Hagrid venait me dire que j'allais dans une école de sorciers. Quand j'ouvrirai les yeux, je serai chez moi dans mon placard.»De sa naissance à la fin de sa première année à l'Ecole de Sorcellerie et de Magie de Poudlard, où il rencontre et se lie d'amitié avec Ron Weasley (Rupert Grint) et Hermione Granger (Emma Watson), nous suivons les premières aventures du jeune Harry Potter (Daniel Radcliffe), la légende du monde des sorciers.Un excellent film fantastique, qui envoûte petits et grands amateurs de magie cinématographique, pour notre plus grand plaisir.4.4/5",pos
4.5,"Harry Potter à l'école des sorciers marque les premiers pas d'une saga cinématographique aussi réussie que la saga littéraire.L'histoire est très bien (le mérite revient à J. K. Rowling), malgré quelques écarts par rapport à l’œuvre originale (c'est un des seuls reproches que l'on peut faire au film) pas toujours pertinents. Les personnages sont bien écrits. L'histoire est certes manichéenne, mais elle s'adresse à un public aussi âgé que le personnage principal (donc des pré-adolescents).Le casting est très bon. Les acteurs ont été bien trouvé, Daniel Radcliffe en particulier (je n'arrive pas aujourd'hui à imaginer un autre visage pour ce personnage). Emma Watson et Rupert Grint sont très bien également. Les autres rôles sont très bien castés : que ce soit Robbie Coltrane en Hagrid, Richard Harris en Dumbledore, Alan Rickman en Severus Rogue, Maggie Smith en Pr. McGonagall ou encore Ian Hart en Pr. Quirell.Les effets sont irréprochables et dès les premières secondes, on oublie le monde réel pour se jeter dans celui de la magie. Les scènes d'aventure sont très réussies, à la fois divertissantes et pleines de tension.La musique de John Williams est absolument sublime et colle parfaitement à l'univers magique et merveilleux d'Harry Potter. Elle rentre dans les meilleurs et plus mémorables compositions de l'artiste (avec Star Wars, Indiana Jones et les Dents de la Mer).Un excellent début au cinéma pour la saga.",pos
4.0,Le premier volet des adaptations de l'apprenti sorcier le plus connu de la littérature est une réussite. Chris Colombus a parfaitement retranscrit le côté enfantin de cette première aventure et nous permet de découvrir le monde des sorciers et l'école de Poudlard avec les mêmes yeux que le jeune Harry Potter. John Williams réussit lui aussi une très belle partition qui correspond parfaitement à l'univers merveilleux et magique qu'il décrit. Les enfants s'en sortent plutôt bien mise à part le personnage de Ron qui force un peu le trait à mon goût comme les personnages de l'oncle et de la tante mais ça sera ici une constante dans la série. Quelques effets spéciaux loupés aussi gâche le plaisir comme le troll. Mais cela reste Un épisode qui lance parfaitement la franchise.,pos
4.5,"Les inconditionnels de bonne littérature fantastique ne peuvent qu’aduler, et au minimum apprécier, l’œuvre de J. K. Rowling. Cette romancière britannique a su rouler sa bosse avec cette saga devenue un grand culte du genre, que ce soit en librairie ou au cinéma. Harry Potter à l'école des sorciers est donc le premier volet d’une longue série de péripéties, mettant à l’œuvre le jeune sorcier en herbe et ses nouveaux amis : Hermione Granger et Ronald Weasley, campés respectivement par Emma Watson et Rupert Grint. Daniel Radcliffe et ses compères étant à l’époque à l’aube d’un succès exponentiel. Le trio est immédiatement attachant et détonnant par leur audace intrépide à démanteler les forces du mal. Le contexte se met en place tranquillement ;  la vie antérieur d’Harry, ses ambitions, son admission à Poudlard, la mythique école de magie, son intégration et sa notoriété déjà grande. D’autres personnages incontournables viennent se greffer en second plan, comme Hagrid, le géant pantouflard, l’illustre professeur Albus Dumbledore, ou encore la part d’ombre de Drago Malefoy. Pas de doute, nous sommes bien plongé dans les confins d’un univers purement romanesque, avec cette touche paradoxale de féérie sombre, ses protagonistes grandiloquents, et cette campagne Anglaise, aussi grandiose au naturel que retouchée. Sans oublier les cours de sortilèges explosifs et les parties de Quidditch éprouvantes. Force est de constater que le cinéaste Chris Columbus est parvenu à retranscrire à merveille toute cette folie douce émanant de quelques cinq cent pages. Son interprétation fantaisiste et le soin apporté à la réalisation en fond une parfaite adaptation, pleine d’intentions et de profondeur. Un univers enchanteur et fertile au travers duquel tous les publics peuvent adhérer. Harry Potter, un héro bien ancré à son époque. 4,5/5",pos
4.0,"""Sorti en 2001, Harry Potter à l’école des sorciers est le 1er film d’une des sagas les plus marquantes de l’histoire du cinéma.Ce 1er épisode nous raconte donc comment le jeune Harry Potter va découvrir, après avoir vécu 11 ans sous le toit de son oncle et sa tante qui le maltraitaient, qu’il est en vérité un sorcier.Il va donc intégrer Poudlard, l’école des sorciers, se faire de nouveaux amis, en découvrir plus sur ses origines, ses parents et leur meurtrier, le mage noir Voldemort, celui-dont-on-ne-doit-pas-prononcer-le-nom… Non en fait c’est trop long, je vais continuer à l’appeler Voldemort.Au cours de sa première année à Poudlard, il va découvrir un complot visant à voler la Pierre Philosophale qui est cachée au sein de l’établissement.L’histoire en elle-même est assez simple, c’est une sorte d’enquête policière, le personnage principal sait qu’un objet risque d’être volé, mais il ne sait pas quel est cet objet, pourquoi quelqu’un veut le voler, quand va-t-il le voler, et surtout qui veut le voler.Donc, oui, l’histoire est simple, mais elle est plutôt intéressante, et finalement, elle permet surtout de mettre en place efficacement l’univers, les personnages, leurs relations et surtout, une partie des enjeux qui suivront sur les 7 films suivants (notamment ceux concernant Voldemort et sa quête du pouvoir et de l’immortalité).""La suite ici :",pos
5.0,"Premier volet de la saga ""Harry Potter"" au cinéma, cette petite pépite sert de mise en bouche à la découverte d'un univers aussi magique que dangereux. Chris Columbus pour cette première adaptation de l'oeuvre de J.K. Rowling met vraiment l'accent sur l'aspect enfantin de l'univers, la meilleure façon possible d'entrer dans ce monde enchanteur, la mise en place est exquise, un peu à l'image du ""Seigneur des anneaux"" avec la ""Communauté de l'anneau"" et le casting est simplement exemplaire, chaque personnage étant incarné à merveille. Bourré de rebondissements et de découvertes en tout genre, le métrage installe durablement ses personnages et son atmosphère avec une réalisation étonnante et des effets spéciaux remarquables. Pas le temps de s'ennuyer, chaque plan nous réservant son lot de surprises, des enfants conquis et les plus grands qui retombent en enfance, cet opus a l'avantage de fédérer un grand nombre de spectateurs qu'ils soient ou non adeptes de la saga littéraire. Un monde magique vous ouvre ses portes, un régal de chaque instant et une parfaite introduction pour des suites qui se montreront de plus en plus sombres et sérieuses. ""Harry Potter à l'école des sorciers"" est sans aucun doute mon préféré de la saga.",pos
4.0,"Harry Potter à l’école des sorciers, un film réalisé par Chris Colombus. Il s’agit du premier film de la saga du jeune sorcier du titre éponyme. Ici, Harry Potter, un jeune orphelin, est élevé par son oncle Vernon et sa tante Pétunia qui le détestent. Le jour de son onzième anniversaire, Harry reçoit la visite inattendue d'un homme gigantesque se nommant Rubeus Hagrid. Celui-ci lui révèle qu'il est en fait le fils de deux puissants magiciens et qu'il possède lui aussi d'extraordinaires pouvoirs. C'est avec joie que le garçon accepte de suivre des cours à Poudlard, la célèbre école de sorcellerie… Beaucoup d’adaptions et de saga cinématographique ont gravé leur patte dans l’histoire du cinéma. Harry Potter fait partie d’eux, nous avons une adaptation romanesque particulièrement réussite et enjoué. Ici, le réalisateur Chris Columbus est parvenu à mettre en images le monde merveilleux imaginé par J.K. Rowling, l’auteur de cette saga. Les décors, très réussis, diffusent cette atmosphère d'étrangeté ordinaire qui donne une certaine saveur au film, et lui donnant une atmosphère féerique est fantaisiste. En effet, le charme de Harry Potter à l'école des sorciers, c'est de bâtir un univers fantastique et tout à fait autonome, avec des règles que notre jeune héro ainsi que les spectateurs découvrent simultanément. Par ailleurs, aidée par une bande originale inoubliable, qui baigne tout en accord avec les autres ingrédients que contient le film. Ici, nous avons une intrigue, les péripéties se contentent de suivre pas à pas l'intrigue du livre, cela peut être agréable pour certains puristes mais un peu facile pour d’autres. Néanmoins, cela livre tout de même une histoire de qualité est très bien racontée. Concernant les personnages, ils sont tous parfaits ; un Ron comique est parfois à côté de la plaque qui en fait sourire plus d’un. Une Hermione arrogante, intelligente mais qui cache une fille courageuse, soucieuse et émotive, Emma Watson, à son jeune âge, apporte une réelle profondeur sentimentale au personnage, c’est un point très positif. Le héros, lui, pèche un peu. Trop lisse, trop sage, trop fade, trop propre, il manque à ce Harry Potter-là une petite étincelle malicieuse au fond des yeux ! Et c’est bien dommage. Mais qu’importe, le film au total est un idéal divertissement familial, un régal pour les jeunes et rappel une belle jeunesse pour plus d’un. Ainsi, la première aventure cinématographique de Harry Potter est plutôt réussie, malgré sa durée de deux heures et demie qui fait un peu long par moment. De facture classique, cette adaptation reste fidèle d'un des plus gros succès de la littérature enfantine est captivante.",pos
