Note,Comment,Class
2.0,"Aimer les films et les livres Harry Potter, c’est se laisser imaginer sorcier, et se dire que quelque part, dans un coin reculé de l’Angleterre, un château renferme une école de magie. Il suffit juste d’y croire, et vous pourrez vous évader...",neg
2.5,"moyen pour un début  : scénario certe fiélle au livre et cool , acteur très bon , bon éfet speciaux mais je trouve qu on s ennuye de temps en temps et je trouve ce premier pas assez sombre , bon après je sais que les 2 premiers sont plus pour les enfants mais j ai pas trouver l aventure superbe certaines scènes  ne m ont pas plus  , donc moyen dans l enssemble il n est definitivement pas le meilleur harry poter de la saga ( pour moi ) 2,5/5",neg
0.5,L'Univers Harry Potter est une incohérence rare. Ce film bénéficie d'un avantage certain : c'est qu'il est le premier film d'une longue saga peu convaincante.,neg
0.5,"Un calvaire de niaiseries : 2 heures de YOUPITRALALA et de braillements sur fond musical TSOIN TSOIN PATAPOUM.C'est avec consternation que j'aperçois une majorité d'adultes (sans enfants) faire la queue à chaque nouvel opus.Quel age ont donc les chroniqueurs ayant mis des 3 ou 4 étoiles à ces récréations débilitantes ?Les adultes de notre époque manquent-ils à ce point de maturité ? Il faut grandir un peu !Harry Potter : 2 étoiles pour les 6-10 ans, 1 étoiles pour les 10-12 ans, et cela s'arrête là. Néanmoins, le critère d'age n'excuse pas la bêtise. Aussi, je suggère aux parents responsables de proposer des divertissements plus intelligents à leurs enfants.Critique valable pour toute cette série.",neg
0.5,"Bon il est temps de m'atteler à ma série cinématographique favorite.Le seul (et je dit bien le seul) coup de maître de cet épisode est indéniablement ce que J.K Rowling et Chris Colombus ont réussi à transférer du livre à l'image, c'est à dire à définir l'univers visuellement. Certains l'oublient peut-être mais si une qualité est bien présente dans tout les opus c'est la direction de casting, de décor et aussi sonore (musique et son y compris). Avoir le poid sur les épaules de ""la série littéraire la plus vendu de tout les temps maintenant au cinéma"", est un poid dont je m'en serait bien passé, qu'il est difficile d'être (trop) indulgent.Quand je pense que Steven Spielberg devait réaliser le film (Au secours !!), merci J.K d'avoir refusé.Harry Potter n'est pas censé être un film pour les enfants, ni pour les adultes. Harry potter est film tout public (le genre le plus difficile à réaliser -quoi qu'on en dise-). Parce qu'un enfant et un adulte ont tout deux des visons quasi-opposés: prenons exemple sur le cansting avec Hermione... C'est une petite fille intelligente et légèrement ""chiante"", ce qui est affreusement cliché. Cela un enfant va aimer ou adorer tandis qu'un Adulte après une trentaine de minutes trouvera cela très lourd. Surtout que le doublage français n'est pas là pour rattraper le désastre. Le film tout public est un jeu d'équilibre très subtil, destiné aux maîtres de l'art !J'aimerais cependant (même si ce n'est que le premier épisode) ajouter un défaut commun à tous -mais le corriger serait un paradoxe- qui est le fait que chaque film représente un livre. Sauf qu'il y a beaucoup dans un livre, alors soit il faudrait faire un long métrage de plus de 2H (ce qui n'en déplairait pas aux fans) soit faire 2 films pour chaque livre... Sauf que les acteurs vont vieillir trop vite ! Et que c'est toujours mieux de commencer une année à Poudlard, et la terminer en fin du même film.Et du-coup, à cause de cela, les Harry Potter sont trop bourratif, ce qui empêche un traitement approprié aux personnages, et accroît le nombre de clichés. Et peut-être qu'il aurait mieux value un Harry Potter moins riche mais réussi.",neg
2.0,"20 ans après la sortie du film, je me  resous à enfin regarder un harry potter , j'ai décider de voir si la magie du petit sorcier arriverai a me plaire, et ben non  c'est pas terrible meme si l'univers est bien reussi. Quel ennui , le jeu des acteurs est parfait vu leur ages,mais voila, le film et trop long, rien ne ce passe .",neg
2.0,"Lorsque l'on choisit d'adopter une approche enfantine, il en résulte souvent deux problématiques : l'intérêt que peut susciter le film chez les adultes et la simplification excessive de son scénario. Maintenant que l'on sait cela, disons autre chose : non, un scénario simple n'en fait pas, en tant que tel, un mauvais scénario. En revanche, le recours à des raccourcis ou approximations scénaristiques devrait éveiller, chez chacun de nous, une forme d'incrédulité.Ce premier film de la saga Harry Potter nous dresse d'emblée le portrait de personnages facilement identifiables, manquant souvent de nuances, qui nous retire tout de suite toute forme d'ambiguïté ou de complexité. Tout est schématisé pour être sûr que l'enfant qui est ciblé – ou l'enfant qui sommeille en chacun de nous… – ne soit pas perdu dans cette histoire, pourtant accessible. C'est pourquoi on nous sert un Hagrid pataud qui, à la manière d'un meneur de jeu de rôle, permet de faire avancer nos trois protagonistes lorsqu'ils calent.Ajoutons à cela des incohérences scénaristiques qui contribuent à rendre l'univers – pourtant bien construit, du reste – moins crédible, comme l'accès, dangereux pour un élève mais en aucun cas sécurisé, au troisième étage – n'importe quel élève aventurier finit dans la gueule du cerbère ; ou, mieux, l'heure de colle nocturne dans la Forêt Interdite, sous la surveillance négligée d'Hagrid et de son chien, alors que des créatures très dangereuses y rodent – ce n'est pas pour rien que Dumbledore précise, lors de sa première prise de parole au banquet de bienvenue, de ne pas y aller. Le châtiment infligé à ces quatre élèves apparaît alors comme extrêmement sévère.Et, autre paradoxe, la confrontation finale a de quoi effrayer beaucoup d'enfants, alors que tout le reste du film s'adresse clairement à eux. Dommage que les péripéties soient aussi grossièrement écrites, car l'univers est esthétiquement réussi. Une histoire riche, à double lecture enfants/adultes, n'est pas de l'ordre du fantasme : Pixar, Ghibli et Disney, pour ne citer que les plus connus, l'ont maintes fois prouvé.",neg
2.5,"N'ayant pas lu les romans j'ignore s'il faut blâmer le matériau originel pour cette insupportable lourdeur didactique exprimée par de bien artificiels dialogues ou l'excessive cruelle bêtise de la famille d'accueil du héros. Exprimant visuellement la magie de Poudlard, cet heroic fantasy s'adresse manifestement à un (très) jeune public vu la simplicité narrative, la présence d'un gentil benêt comme Hagrid ou les gags puérils. Reste pour les cinéphiles l'inimitable Alan Rickman, impérial!",neg
2.5,Franchement pas terrible. L'univers est très sympa mais l'histoire ... De plus plusieurs scènes  relativement importantes présente dans livre n'est pas dans le film. Le livre n'est pas de la grande littérature donc forcément le film n'est pas un grand film. Mais l'univers très sympa pour les enfants.,neg
2.0,"Malgré un univers parfois intéressant, l'on caresse simplement la surface de ce qui aurait pu être une saga majeure, mais qui en devient finalement anecdotique.",neg
