Note,Comment,Class
3.5,"Le moins bon en termes d'adaptation de la saga Harry Potter...spoiler:Beaucoup d'éléments importants du livre ont été supprimés...spoiler:Je pense notamment aux Horcruxes, le passé de Voldemort, la bataille dans Poudlard entre les élèves et les mangemorts, et l'enterrement.spoiler:J'avais peur à l'époque de sa sortie, car je m'étais dit ""comment ils vont faire pour la suite ?! "" Mais ils se sont bien rattrapés.Quelques éléments à sauver, comme les acteurs qui restent toujours juste dans leurs rôles. Des bons thèmes musicaux et une photographie vraiment au top pour ce volet !Mais en termes de scénario et de fidélité au livre, il en restera le moins bon.",mid
3.5,"Le début et la fin sont bien différent du livre, mais je suis pas du tout déçus de cette version !Certe y se passe presque rien mais tout est mis en place pour le 7 !.La scène de Harry et Drago dans les toilettes est magnifique et le tragique evenement final est bien émouvant !Le meilleur de la serie sans aucun doute !Mention spéciale a Warwick Davis que l'on voit un peux plus souvent.Domnage que Scrimgeour et l'histoire entre  Remus et Greyback soit absent et en content aussi Fleur et Bill Weasley.Une autre vision d'Harry Potter... plus adulte !Magnifique travail.",mid
3.5,"beaucoup moins bien que le 5 , mai reste bon quand même  le scénario est cool , les acteurs toujours aussi bon , les éfets speciaux aussi par contre je suis d accord pour la révélation sur rogue elle n aporte rien a la saga , dans le 7 cet révélation est totallement ignorer et ne sers a rien , ce qui est dommage en sois , ça aurais pus être exploiter , et pour dumbledore je dis rien sinon spoil mais .... c est choquant , et on aprends beaucoup sur les orcruks , en gros ce sixième est plus une mise en place pour le 7 , tout comme avengers 3 infinity war sera une mise en place pour avengers 4 infinite , mais sinon il été bien ce sixième , 3,5/5",mid
3.5,"Ce film n’est vraiment pas mon préféré des 8. Déjà je n’ai pas trop aimé le ton avec lequel il a été tourné. Alors que les précédents étaient de plus en plus sombre, celui-là est beaucoup plus tendre. Beaucoup de temps est consacré aux histoires d’amours de Harry, Ron et Hermione en mettant un peu de côté l’enjeu pourtant crucial de Voldemort. On voit d’ailleurs Bonnie Wright, qui joue Ginny la sœur de Ron, prendre de plus en plus d’importance dans la vie de Harry. Par moment j’avais donc plus l’impression de voir un film sentimental pour adolescent qu’un véritable film de sorcier ou le seigneur des ténèbres refaits surface. Du soin a été je trouve apporté à l’ambiance musical qui ne m’avais pas autant plus depuis le premier opus L’ECOLE DES SORCIERS. Si on rajoute le côté visuel de plus en plus travaillé, on obtient un environnement vraiment attrayant. La forme est cette fois irréprochable, c’est plus le fond que je blâme. Heureusement que le volume 7 sera séparé en deux films car ici n’en faire qu’un de 2h30 fait qu’on impose beaucoup de raccourcis et parfois des petites incohérences qui se comprennent seulement si on a lu les livres. Le final étant la partie selon moi qui en a le plus pati car il n’est pas aussi puissant que dans les livres. LE PRINCE DE SANG MELE restera donc un de ceux qui m’a le moins convaincu mais il est tout de même un passage obligatoire afin de se plonger dans le final de Harry Potter avec LES RELIQUES DE LA MORT.",mid
3.5,"Titre: Harry Potter et le Prince de Sang-MêléAnnée de sortie: 2009Réalisateur: David YatesGenre: Fantaisie, AventureDurée: 153 minutesActeurs principaux: Daniel Radcliffe (Harry Potter), Emma Watson (Hermione Granger), Rupert Grint (Ron Weasley), Michael Gambon (Albus Dumbledore), Alan Rickman (Severus Rogue), Tom Felton (Drago Malefoy), Jim Broadbent (Horace Slughorn).Synopsis:""Harry Potter et le Prince de Sang-Mêlé"", le sixième film de la saga, suit Harry Potter et ses amis alors qu'ils entament leur sixième année à l'école de sorcellerie de Poudlard. Alors que le monde des sorciers est en proie à la menace grandissante de Voldemort et de ses partisans, Harry découvre un vieux livre de potions ayant appartenu au mystérieux ""Prince de Sang-Mêlé"", qui lui révèle des secrets sur la magie et le passé de Voldemort.Critique:L'adaptation cinématographique de ""Harry Potter et le Prince de Sang-Mêlé"" poursuit avec succès la narration de la saga tout en approfondissant les thèmes sombres et complexes introduits dans les films précédents. David Yates, qui réalise ici son deuxième film de la série, maintient une atmosphère sombre et mélancolique tout en explorant les aspects émotionnels et les relations entre les personnages.L'un des points forts du film est sa capacité à plonger plus profondément dans l'histoire de Voldemort, en explorant son passé et les événements qui ont conduit à sa transformation en l'antagoniste redouté. Les souvenirs récupérés par Harry grâce au liquide pensine offrent des moments poignants et perturbants qui ajoutent de la profondeur au personnage de Voldemort, le rendant à la fois effrayant et tragique.L'aspect romantique prend également de l'ampleur dans ""Le Prince de Sang-Mêlé"", avec des développements intéressants dans les relations entre les personnages. Les sentiments naissants entre Harry, Ron et Hermione, ainsi que les tourments amoureux de ces derniers, sont représentés de manière réaliste et émouvante, renforçant le lien émotionnel avec le public.Les performances des acteurs continuent d'être un point fort de la série, avec Daniel Radcliffe qui incarne un Harry Potter plus mature et tourmenté. Le regretté Alan Rickman, dans le rôle de Severus Rogue, livre une performance captivante, oscillant entre mystère et complexité. Jim Broadbent apporte une touche d'humour et de charme en interprétant Horace Slughorn, ajoutant une nuance légère à la gravité de l'histoire.Visuellement, le film maintient la qualité attendue de la série, avec des effets spéciaux bien intégrés et des séquences de magie spectaculaires. Les décors sombres et la photographie contribuent à l'atmosphère immersive du monde des sorciers en temps de crise.Cependant, comme c'est souvent le cas avec les adaptations cinématographiques de livres denses, certains détails et intrigues secondaires sont laissés de côté ou raccourcis, ce qui peut frustrer les fans les plus fidèles de la série littéraire.En conclusion, ""Harry Potter et le Prince de Sang-Mêlé"" continue d'élever la barre pour les adaptations cinématographiques de la saga. Avec son approfondissement de l'histoire de Voldemort, ses développements émotionnels et ses performances convaincantes, le film réussit à captiver les fans tout en explorant de nouveaux horizons sombres et intrigants.",mid
3.5,"Ron, en plus d'être héros de Quidditch dans cet opus, est sur le point de concrétiser avec Hermione, on espère les voir enfin ensemble d'ici le prochain épisode, depuis le temps qu'on les voit se tourner autour. Harry, quant à lui, en profitera pour conclure avec la sœur de Ron. Et oui, ""Harry Potter et le prince de sang-mêlé"" sent les feux de l'amour à plein nez, et deviendra un peu l'épisode sentimental de la saga. Néanmoins, ce sixième opus restera très sombre, et proposera certaines révélations venant éclairer notre lanterne, ainsi que la disparition d'un personnage jusqu'ici essentiel.",mid
3.0,"Mouais…comment dire…ce sixième volet est loin de combler mes attentes : sans pour autant retomber au niveau des deux plus mauvais opus (le 2ème et le 5ème), ""Harry Potter et le Prince de Sang-Mêlé"" s’avère inférieur aux trois autres réussites le précédant. Il y a quelque chose qui cloche : la sauce ne prend pas. Tout d’abord au niveau scénario, alors qu’il possédait un matériau de base prenant, offrant une investigation riche en secrets et en découvertes ; Yates propose un film inégal, au récit plus que confus, finalement moins prenant qu’il n’aurait du l'être et s’attardant beaucoup sur les petites romances ados de ses protagonistes : en effet, nos héros continuent de grandir et leurs hormones les titillent plus que sérieusement. On assiste alors à leurs émois amoureux qui prennent le pas sur tout le reste : même le retour du match de Quidditch devient l’occasion de mettre les triangles amoureux au centre de l’intrigue avec l’analogie de l’adversité sportive. Ainsi on verra Hermione et Ron se chercher via leurs amourettesspoiler:avec Cormac McLaggen et Lavender Brown, tandis que Harry se rapprochera étroitementspoiler:de Ginny. Mais aussi incompréhensible cela puisse-t-il paraître, le récit est bien plus structuré et plus intéressant lors de ces fameuses amourettes de nos héros que lors des moments clés de l’intrigue (spoiler:la relation entre Harry et Dumbledore, les flashbacks, l’attaque du Millenium Bridge, les « affaires » de Drago) qui paraissent alors fades…et même la révélation finale, celle qu’on attendait tous, est balancée en mode « ultra bâclage » par une simple phrase (spoiler:« Vous essayez d’utiliser mes propres sortilèges ? ») presque anecdotique (et puis aussi faire ça à un acteur aussi talentueux quespoiler:Alan Rickmanest carrément une hérésie !!) Et on évitera d’énumérer toutes les incohérences qui commencent à apparaître pour notre plus grand déplaisir (allez, si une au mois : quand on voit comment les Mangemorts sont capables de faire tout ce qu’ils veulent, notamment s'en prendre directement à la population moldue, on se demande vraiment à quoi sert Poudlard et même le Ministère de la Magie ??!!) La seule et unique qualité du film, c’est que Rogue revient sur le devant de la scène dans un rôle plus ambigu, moins gimmick qu’à l’accoutumée : sa relation avec Drago, son passé trouble…tant de choses jusqu’à maintenant obscures vont enfin nous apparaître comme évidentes. Il y a aussi le personnage de Dumbledore qui s’étoffe : il perd son côté « paternel » qu'on nous présente depuis le début pour dévoiler celui de « stratège », se révélant alors bien plus manipulateur que bienveillant. Sacrifier un peu l’intrigue pour se concentrer sur certains personnages était un choix certes très casse-gueule, mais finalement assez payant au vu du final si inattendu et émouvant ! Mais malheureusement on ne peut pas cacher qu’il manque un certain équilibre au récit et que, comparé aux bijoux qu’étaient ""Le Prisonier d’Azkaban"" et ""La Coupe de Feu"", on y perd énormément en dantesque et en émotion. Maintenant attaquons nous au véritable problème du film : son visuel. En premier on va parler des effets spéciaux : si jusqu’à présent la saga arrivait parfaitement à proposer un certain équilibre entre effets physiques et effets numériques,  ce sixième métrage est une véritable foire à la synthèse se rapprochant totalement des blockbusters  américains sur-vitaminés ! Nos yeux sont constamment agressés par des tentatives de grandiose boursouflé : on explosespoiler:un pont londonien, on voit à des hordes de milliers de sortes de petits Gollum (très moches au passage), des lieux énormes comportes des milliers de meubles sur lesquels reposent des millions de petits objets, les salles de classes sont envahies par un nombre incalculable de potions, les combats deviennent des chorégraphies épileptiques comme si les baguettes étaient des gatlings à sorts !! Il n’y a pratiquement que des fonds verts du début à la fin et, au final, tout ce gloubi boulga virtuel bousille nos rétines mais n’arrive jamais à faire oublier sa véritable nature : le cache-misère. Deuxièmement, la photographie : David Yates est parti chercher Bruno Delbonnel, le pote de Jean-Pierre Jeunet avec lequel il a déjà fait des merveilles. Connu pour ses palettes de couleurs souvent terrestres, avec des déclinaisons de jaunes, de verts et parfois de bleus, Delbonnel signe ici une lumière et des images tout à fait inédites au sein de la saga. Malheureusement, ces fameuses teintes sépia qui s’accordaient si parfaitement avec l’univers de Jeunet sont ici loin de rendre un effet somptueux ou onirique. Bien au contraire, en jouant constamment sur la lumière et l’obscurité et avec de violentes surexpositions et saturations trop présentes, le métrage possède en permanence une atmosphère nauséeuse, bien loin de rendre crédible la réalité sombre du récit  comme le faisait si bien les 3ème et 4ème opus. Quand je vois un tel gâchis, deux questions m’interpellent : 01) Où est passé le charme originel de la saga ? 02) Pourquoi avoir à nouveau donné les commandes à ce tâcheron de David Yates ? Si on pouvait encore lui laisser le bénéfice du doute à la fin de ""L’Ordre du Phénix"", dorénavant on est totalement sûr qu’il n’est qu’un Yes-man comme tant d’autres ! Restent les interprètes qui font de leur mieux, pour palier aux défaillances d'un scénario pantouflard et d'une mise en scène qui anéantit elle-même ses effets, en anticipant trop à l'avance la révélation de secrets important (dont un seul surprend réellement !).  Un grand bravo pour la maestria d’Alan Rickman, qui rend justice au plus beau personnage de cette saga : depuis le début de la franchise, il est le seul qui sort du lot et qui est irréprochable à chaque prestation !! Bref, ""Harry Potter et le Prince de Sang-Mêlé"" est réellement un paradoxe à lui tout seul : d’un côté ses nouveaux développements et révélation sont intéressantes, mais finalement moins traités que les histoires de cœur de nos jeunes héros ; et de l’autre côté de nouvelles expérimentations esthétiques sont tentés mais cela n’aboutit qu’à nous  faire saigner les yeux et vomir nos tripes. Le consternant David Yates et ses gros sabots de Yes-man débutant dynamite toute ambition artistique: inutile de se leurrer, les producteurs lui ont bien fait comprendre que la saga Harry Potter n’est plus qu’une machine à fric comme une autre. Cela m’attriste énormément car j’avais enfin accroché à l’univers du petit sorcier avant l’arrivée de Yates, et je ne vous cache pas que j’ai terriblement peur pour le dernier chapitre en sachant qu’il sera partagé en deux films et que c’est toujours Yates qui les réalisera ! On est forcément inquiet pour la suite. RIP Harry Potter ? L’avenir nous le dira.",mid
3.0,"Après l'ordre du phénix que j'avais trouvé vraiment bof, la sixième partie de la saga Harry Potter se trouve être plus intéressante. Ceci grâce à une histoire où il y a beaucoup plus de rebondissements. Peut être même trop tant le nombre d'ellipses me fait penser que le bouquin à visiblement été charcuté pour pouvoir tenir dans deux heures et demie de film. Mais avec des effets spéciaux réussis et une histoire qui lance le final de la saga il est un épisode clef dans la saga même s'il aurait gagné à être plus développé.",mid
3.5,"Vraiment étonnée, et je ne cesserai de le dire. Je m'attendais à ne faire que des critiques négative tellement j'avais détesté les adaptations cinématographique et je ne savais comment les personnes pouvait comprendre un traitre mot de l'histoire sans avoir lu les romans. Mais le temps à fait son œuvre, et ayant lu d'autre livre depuis, j'avoue que revoir ses films m'a permis de me replonger dans le bain et donne une trame principal de l'histoire. Certes il manque de nombreux détails, qui nous lecteurs nous indigne par leur absence tellement il nous semble important. Or, je dois bien admettre que le principal est représenté, pas toujours de la bonne façon mais n'est pas là. Ici il nous manque toute l'intrigue autour du prince de Sang mêlé qu'on nous balance entre le fromage et le dessert et un ignoble flashback ! Alors que tout ce construit au fur et à mesure des cours qu'Harry prend avec Severus. Mais la je commence à m'égarer et à spoiler, j'en reviens au film. Comme depuis le tout premier, les effets spéciaux sont du plus grand effet notamment avec la scène d'ouverture qui envoie du lourd mais c'est bien le seul point à noter, il n'y a pas de grands effort à noter ormis celui-ci, la place de la caméra semble ancrée dans cette saga un rôle qui nous change pas, absence d'émotion des acteurs c'est la magnifique bande original qui fait le boulot (et heureusement). Les personnages évoluent et le jeu des acteurs également, c'est un régal. Cette évolution (comme dans les livres) convient à tout adolescent qui s'identifie à cette évolution qui dis-je cette transformation. Vous le savez d'ors et déjà je préfère de très loin les romans de J.K. Rowling aux adaptations de la saga, mais je dois bien reconnaître que pour s'y replonger et ramener les souvenirs c'est idéal. Je ne saurais que trop vous conseillez le livre, mais les films avec des années de recul s'en sorte plutôt bien finalement.",mid
3.5,"Pari tenu pour David Yates avec ce 6ème opus des aventures de notre apprenti sorcier préféré (en même temps on n’en connait pas beaucoup d’autres non plus) ! Moi qui m’étais juré de ne lire aucun Harry Potter avant de les avoir tous découverts au cinéma pour être totalement impartial et ne pas juger un film sur son adaptation, je dois avouer qu’à la fin du visionnage du Prince de Sang Mêlé, une seule envie me vient : me jeter sur le dernier tome et savoir qui va survivre à l’ultime face à face !Pour en revenir au film, c’est avec beaucoup de plaisir que j’ai retrouvé David Yates derrière la caméra, car autant il était intéressant de changer de réalisateur pour les premiers films afin de montrer une vision différente, un ton propre à chacun, autant une certaine continuité était nécessaire pour clôturer cette saga sans gâcher la franchise ou en bâcler la fin. Au moins Yates a pu gérer ses films comme il le souhaitait, au rythme qui lui paraissait être le bon et il a pu faire évoluer les personnages à sa façon au fil des films qu’il a dirigés. D’ailleurs c’est peut être ce qui marque le plus dans ce 6e opus, l’évolution des personnages, qu’ils soient principaux ou même secondaires. Car Harry Potter et le Prince de Sang Mêlé n’est pas un film d’action comme certains de ses prédécesseurs, mais plutôt un film de transition entre l’enfance et l’âge adulte, le début des responsabilités, l’amour et pas mal de thèmes qui ne sont pas seulement propres aux magiciens. Ici l’on voit plus d’émotions, de doutes aussi et une réelle étape dans la vie des héros qui ont pris conscience de leur futur, qui ont grandi et apprennent à agir par eux-mêmes et à prendre leurs responsabilités. Une fois encore, ce qui frappe avec HP, c’est vraiment ce coté sombre qui s’est installé au fil des épisodes, avec deux premiers films plutôt naïfs voire drôles dans la découverte des pouvoirs et de l’école et un HP et le prisonnier d’Azkaban (pour moi le meilleur film) qui a marqué un tournant et apporté une vraie dramaturgie à la saga et un coté très noir qui se confirme encore avec ce 6e tome.En tout cas, les 2h30 de film passent vite, sans réellement de baisse de rythme même si certains regretteront le manque d’action dans la première partie, et l’on assiste à une accélération progressive des évènements et de l’intrigue jusqu’au final sous forme d’apothéose.Enfin, petite note personnelle, j’ai regardé Sweeney Todd du grand Tim Burton récemment et je n’avais pas remarqué la ressemblance du casting : Helena Bonham Carter, Alan Rickman (toujours aussi impénétrable – l’un des meilleurs personnages de la saga HP sans aucun doute) et même Timothy spall (aussi horrible dans les deux films)…Auteur du livre ""Guide de Survie du Cinéphile Amateur"" (sortie janvier 2019)",mid
