Note,Comment,Class
3.5,"Un cinquième Harry Potter pas aussi prenant que le précédent mais qu'il garde une bonne satisfaction de plaisir. Le retour de Voldemort et de l’inquisitrice sont deux éléments qui rends un scénario d'une efficacité à ne pas s'ennuyer. Les acteurs sont toujours à la hauteur de nos attendes et particulièrement celle qui interprète Dolores Ombrages. Cependant, je trouve que le film est un peu du genre vite fait et mal fait si on compare par rapport au quatrième. Des bon scènes d'actions dont les effets spéciaux sont un bon accompagnement particulièrement ceux du combat entre Dumbledore et Voldemort. La musique qu'on entends à certains moments met une ambiance non négligeable pour le plaisir de nos oreilles. Des décors et des costumes qui vont toujours aussi bien. La tristesse et le courage sont des éléments bien mis en valeur pour rendre le film palpitant comme au moment ou le parrain d'Harry meurt. Un film de sorciers à regarder avec plaisir en famille.",mid
3.5,"Après avoir longtemps porté ce cinquième opus, réalisé cette fois par David Yates et sorti en 2007, dans mon cœur, force est de constater que ce n'est pas le meilleur de la saga ! Enfin, il est tout de même important de préciser de la saga cinématographique uniquement car ""l'Ordre du Phénix"" reste en revanche un de mes tomes préférés, sinon le préféré, de la saga littéraire de J. K. Rowling. Avec le roman le plus long de la saga littéraire, il est en effet plutôt douloureux de découvrir cette adaptation qui ne reprend que les principales intrigues du roman. En même temps, ce dernier étant un pavé de plus de mille pages, tout ne pouvait pas non plus être retranscrit à l'écran. Mais tout de même, d'une durée d'à peu plus de deux heures, il aurait pu facilement être rallonger d'un bon quart d'heure, afin, par exemple, d'y développer le personnage de Dolores Ombrage (à travers laquelle on peut par ailleurs y voir une représentation du conservatisme de Margaret Thatcher), les relations qu'entretient Harry avec ses potes ou certains profs ou encore la bataille finale dans le ministère qui a été très fortement raccourcie. On y suit ici Harry Potter devant faire face aux moqueries et aux suspicions de ses camarades concernant ses révélations pour le moins inquiétantes à la fin du quatrième opus. Ce cinquième opus est très important car il est constitue la pierre angulaire du nouveau virage que prend la saga, virage déjà entamé avec le troisième opus qui adoptait une ambiance beaucoup plus sombre, sérieuse et dramatique que les deux premiers. Et il est vrai que c'est très dommage de voir cette histoire passionnante à l'écran, amputée de nombreux éléments et sous-intrigues ; Ombrage étant par exemple beaucoup plus détestable dans le livre ! Après, le film reste tout de même très agréable à regarder, notamment visuellement car la mise en scène est très bonne ! Concernant le casting, nous retrouvons notre lot d'acteurs qui jouent tous très bien, même Daniel Radcliffe dont je n'étais pas forcément fan du jeu, travaille ici son personnage plus en composition et nous retiendrons également, bien-sûr, Evanna Lynch, Helena Bonham Carter et Imelda Staunton qui jouent également très bien. ""Harry Potter et l'Ordre du Phénix"" est donc un bon film, même s'il reste anecdotique face au roman du même nom.",mid
3.5,"""Harry Potter et l'Ordre du Phénix"", cinquième opus de la saga, revient avec une histoire et des personnages en pleine évolution, ce qui constitue l'un de ses points forts. Noté 3,5 sur 5, ce volet réussit à maintenir l'intérêt grâce à une mise en scène soignée et une réalisation qui continue de capturer l'essence magique de cet univers.L'évolution des personnages prend une tournure significative, avec Harry et ses amis confrontés à des dilemmes plus adultes et à la montée des tensions alors que l'influence de Voldemort s'accroît. Le film parvient à explorer ces dynamiques avec une certaine profondeur, rendant les protagonistes plus complexes et attachants.Cependant, ""L'Ordre du Phénix"" manque d'enjeux qui lui sont propres, se positionnant davantage comme un épisode de transition entre le retour de Voldemort dans le volet précédent et la guerre ouverte à venir. Cette absence d'un conflit central unique laisse une impression de vide, comme si le film se contentait de mettre en place les pièces pour l'avenir plutôt que de raconter une histoire pleinement autonome.Malgré ces réserves, le film demeure une étape essentielle dans la construction de la saga, amenant des changements importants qui enrichissent le récit global. Pour les fans de Harry Potter, c'est un passage inévitable qui prépare le terrain pour la suite des événements.",mid
3.0,"Clairement, c'est l'opus que j'aime le moins dans toute la saga. Le personnage de Dolores Ombrage m'agace tellement, qu'à chaque fois que je la vois, j'ai envie de la gifler. La seule chose que j'aime chez elle, c'est son affection pour les chats . De ce fait, je trouve le film très long et pénible. Le scénariste change et à mes yeux, cela se ressent en terme de qualité. Nouveau réalisateur (une fois de plus) qui amène sa touche personnelle à la saga. La musique n'est pas ma préférée non plus. On rencontre de nouveaux personnages, mais une fois de plus, la mort est au rdv. Sinon, j'adore le personnage de Bellatrix Lestrange  (décidément, je suis amoureuse des Helena )",mid
3.5,"Cinquième tournant décisif, David Yates, nouveau réalisateur qui succède à Mike Newell et à Alfonso Cuaron, s'empare du tome le plus lourd et le plus gros de la série. Le plus gros bouquin pour le film le plus court de la saga (si on ne compte pas la seconde partie des reliques de la mort), rien que pour ça on se doute qu'il y a quelque chose d'illogique.. Car avouons-le, si la plus grosse partie de l'intrigue y est présente le film au final laisse un arrière goût amère, on se demande s'ils se sont foulés la face pour cet opus en voyant le résultat. La photographie sombre du quatrième épisode est laissé de côté, on a un film d'action moins ''Blockbusterisé'' que le précédent seulement voilà, ça manque de peps et de charme. Les scènes s'enchainent trop rapidement et ne sont pas globalement réussites, pour ma part je n'ai eu aucune émotion, hormis le face à face entrespoiler:Voldemort et Dumbledorequi, bien qu'assez court, surpasse n'importe quel événements du filmspoiler:(et que dire de la mort de Sirius ... ben raté). Daniel Radcliffe n'a toujours pas cerné ce qu'est être un acteur correct, pour les autres c'est du bon, en particulier Emma Watson qui supprime ses mimiques de ''la Coupe de Feu'' pour se forger un caractère et gagner en maturité. Pour la musique, c'est un peu mieux que son prédécesseur, mais franchement pas de quoi voler haut car aussitôt entendu, aussitôt oubliée. L'Ordre du Phénix est un épisode moyen malgré ses quelques qualités, le changement de réalisateur se fait ressentir au fur et à mesure, la balance est mal équilibrée et les franches réussites des trois premiers films paraissent lointaines maintenant. Un Harry Potter qui aurait mérité d'être plus long, plus sombre et travaillé d'avantage.",mid
3.5,"Harry Potter et l'ordre du Phénix ou le pavé de mille pages excellent, un de mes livres préféré. Mike Newell cède sa place à David Yates lui aussi sorti tout droit de nulle part et qui je trouve va être un mauvais choix pour la fin de la saga. C'est aussi a partir de ce livre que J.K Rowling à levé le pied en disant: Faites moi les meilleurs films possible.(ERREUR)Bref focalisons nous sur ce film, qui n'est pas mauvais non plus. Je pense que le film aurait du être séparé en deux parties, juste pour le choc, cet opus là est le plus court en film mais c'est le plus long en livre(1000 pages quand même).""Harry Potter et l'Ordre du Phénix"" a peut-être toutes les qualités mais aussi tous les défauts que son prédécesseur n'avait pas ! Tout d'abord, il convient de noter la qualité de la mise en scène : David Yates est un réalisateur plus exigeant que Mike Newell et comme Cuarón, il a une réelle approche artistique qui fait de cette œuvre un film personnel qui regorge de bonnes idées. Le problème est que Yates est aussi un débutant dans les blockbusters et qu'il commet ainsi quelques maladresses. Le rythme est souvent très dynamique,spoiler:notamment à travers les rêves et visions épileptiques de Harry, les zooms sur les articles de journaux animés et la succession de saynètes représentant la progression de l'Armée de Dumbledore et les tentatives de Rusard de la prendre au piège; si les deux premiers points sont très réussis et donnent au film son ambiance particulière, cette guéguerre entre les partisans d'Ombrage et ceux de Dumbledore est plutôt embarrassante et dotée d'un humour assez peu adapté. À cause de ça, le développement de l'intrigue semble trop expéditif et ne reflète pas la complexité du roman qui est après tout le plus long de la saga. Le film est donc bien trop court et la profondeur des personnages n'a visiblement pas été privilégiée, tellement les membres de l'Ordre apparaissent comme des faire-valoir. De plus, les explications sur l'intrigue générale et les dialogues introspectifs sont rares et largement insuffisants, comme si le scénariste était conscient du décalage entre le quatrième volet rempli d'action et celui-ci plus posé et avait décidé de limiter les échanges entre les personnages pour que le spectateur ne s’ennuie pas, ce qui se révèle bien stupide car, une fois la projection terminée, on se rend compte que les projets de Voldemort au Département des mystères restent flous et que l'importance de la prophétie a à peine été esquissée. C'est assez dommage et le film semble ainsi trop précipité pour laisser sa marque. Heureusement, la beauté des décors et de la mise en scène sauve le reste, et à ce titre, la maison des Black, le Ministère de la Magie et l'impressionnante prison d'Azkaban sont particulièrement réussis. Un autre aspect très positif découle des flash-back de Harry, qui font ainsi intervenir des images des quatre volets précédents, ce qui permet d'unifier une saga qui manquait parfois de cohérence dans ses changements de styles. Ce seul point rend peut-être la présence de Yates à la réalisation indispensable, ou rend en tout cas l'épisode véritablement central. En revanche, la fin du film est peut-être une des plus décevantes des différentes adaptations. En effet, si ce qu'on voit du Département des mystères est incontestablement très beau, on n'en voit hélas pas assez ! Les événement s'y déroulant constituent un des meilleurs passages de la saga à l'écrit : de par son étrangeté et sa richesse en détails (la salle du Temps, celle des cerveaux, l'arcade...), elle recelait une infinité de possibilités de mise en scène, et n'importe quel réalisateur aurait pris son pied en les filmant. Bien sûr, c'est sans doute aussi une question de budget, mais cela amène un grand vide qui aurait pu constituer une séquence incroyablement marquante.spoiler:Je trouve la mort de Sirius baclée, également la scène ou Harry est censé s'énerver contre dumbledore.Côté nouveaux acteurs: Imelda Staunton et Evanna Lynch sont particulièrement bien choisies dans leurs rôles respectifs de l'odieuse Dolores Ombrage et de l'excentrique Luna Lovegood. Imelda Staunton joue très bien et elle a tout un tat de mimique énervantes pour rendre le personnage diaboliquement énervant mais efficace. En revanche, je n'aime pas la performance de Helena Bonham Carter(qui est elle aussi nouvelle) et elle est un peu trop énervante avec ses rires insupportables. Je trouve qu'elle surjoue notamment dans les Reliques de la mort. Côté musique, Patrick Doyle laisse sa place à Nicholas Hooper qui signe de très bons morceaux mais pas à la hauteur de son prédécesseur et de John Williams. Travail correct de la part de David Yates qui même si le film ne casse pas trois pâtes au canard, il s'en sort tout de même bien pour un réalisateur sorti de nulle part. Ce qui n'ai pas le cas pour le film suivant...",mid
3.5,"Au vu de la longueur du livre, il semblait difficile de retranscrire précisément tous les faits que l'oeuvrage propose. Cela pénalise un peu ce film qui manque d'envergure par rapport aux autres et qui, par conséquent, cour après la montre malgré le fait qu'il soit lent. Ce double mouvement visant à nous faire intégrer un maximum d'information sans nous proposer réellement de stimulation visuel alourdie ce volet.spoiler:Le combat final entre les deux plus grand sorcier est excellent quant à lui.",mid
3.0,"Harry Potter et l'Ordre du Phénix a été il y a 3 ans ma porte d'entrée dans cette saga. Mais cette première fois avait été plutôt décevante car je ne comprennais évidemment pas grand chose, vu que j'avais volontairement zappé les 4 premiers car avec des héros trop jeunes pour moi (de mon pdv à cette époque du moins). 3e visionnage du 5e film Harry Potter et il reste encore un des moins réussis de la saga selon moi. David Yates prend la réalisation et ne la quittera plus. Sa mise en scène est assez académique, bien loin de la créativité d'un Cuaron (on voit d'ailleurs comment les détraqueurs sont filmés entre Cuaron et Yates). Yates a aussi du mal à mettre en avant des nouveaux personnages qui sont irrégulièrement développés. Si l'on excepté le final, le ton apparaît même plus enfantin, sorte de retour en arrière par rapport aux 2 précédents plus matures et sombres. Mais il est néanmoins bon pour proposer un divertissement familial, ce qui est l'objectif de la saga. Enfin, l'intrigue traîne un peu et le spectacle se concentre surtout dans les 20 dernières minutes, avec un message très manichéen et niais à la fin. Donc je le met parmi les moins bons de la saga.",mid
3.5,"Avec l'arrivée de cette nouvelle et insupportable inquisitrice à Poudlard, instaurant des règles à tout va, ne proposant que des cours sans intérêt et tentant de faire régner l'ordre et surveiller l'école de Dumbledore de fond en comble, Harry Potter se doit de créer une société secrète et s'improviser professeur de magie pour continuer l'apprentissage dit utile des élèves. Harry prend de l'ampleur dans cet épisode training où les sorts se doivent d'être appris pour affronter cet avenir incertain. Cet opus marque surtout l'entrée en scène de David Yates, quatrième et dernier réalisateur de la saga.",mid
3.5,"C'est peut-être un des films de la série Harry Potter qui apporte le moins, disons que le livre en lui même n'est pas le plus marquant, mais au moins toujours et oui bien plus fourni que la réalisation. Dans la même lignée que la coupe de feu, David Yates prend le flambeau pour finir l’aventure de façon peu étincelante pour le premier film signé par lui. On commence avec cette hypothèse d'exclusion pour Harry, et surtout le dénis du ministère face à l'évident retour de Voldemort. Voilà grosso modo la trame de l'Ordre du Phoenix, les institutions officielles de la magie refuse d'aller dans le sens d'Harry et le font passer pour un véritable imposteur en réfutant son témoignage de la dernière épreuve de la coupe de feu. S'en suit encore une fois pour Harry, un véritable désabusement des troupes. C'est un épisode intéressant dans le sens ou il n'y a pas vraiment le bien contre le mal comme ça va être globalement le cas par la suite, puisque le ministère fait entrave à tout, et ce mu en véritable grand méchant de cette aventure, véritable pilier anti-avancement contre Vous-savez-qui. On retiens pas ailleurs l'insupportable Dolorès Ombrage, figure du ministère intra Poudlard, et elle donne pas franchement envie de rire la Dolorès. L'ordre du Phoenix c'est aussi l’apparition d'un personnage du côté sombre qui deviendra presque plus méprisable que Lord Voldemord en personne, j'ai nommé la délicieuse Bellatrix Lestrange. Interprété avec toute la démence attendue par une Helena Bonham Parker au sommet. Évidemment pour beaucoup, cet épisode est un des plus maso envers notre pauvre Harry, qui souffre certes, mais de façon vraiment trop injuste, détraqueur, menace d'exclusion, mépris et incompréhension générale, ignorance de Dumbledore, cible prioritaire de la vilaine Dolorès, cours particulier avec Rogue (!), communication avec ce bon vieux Tom intra cicatrice, et surtout pour finirspoiler:la mort de Sirius, qui constituait jusqu'à présent son unique famille... Dur, dur. Heureusement qu'il y a Cho et l'armée secrète de Dumbledore pour donner un peu d'espoir à notre héro... Voilà pas mon préféré mais un épisode incontournable malgré tout, ah oui puis j'allais oublier = Luna on t'aime!",mid
