Note,Comment,Class
2.0,"Et voilà, nous sommes déjà au cinquième film et on attaque les choses réellement importantes ; et c’est pour ça que le nouveau réalisateur est une pointure !!.....Et bin NON, et là on s’attaque à un énorme paradoxe au sein de cette saga : on est à un cap narratif crucial, et on se retrouve avec le film le plus insignifiant jamais sorti avec aux commandes un inconnu issu de la télévision britannique et qui est sans conteste inapte à relever le défi !!  ""Harry Potter et l’Ordre du Phénix"" reste tout de même dans la continuité de ses prédécesseurs en ce qui concerne la découverte de l’univers du petit sorcier à lunettes : le film nous dévoile un peu plus le Ministère de la Magie ainsi que son fonctionnement et sa position dans le monde des sorciers. C’est la première fois que la saga aborde de front les notions de politique et de propagande et cela est très intéressant comme le montre la scène du procès au début du film. Une autre continuité est de la partie : les élèves et leur la vie à Poudlard. Outre le fait qu’ils continuent à suivre leurs hormones pour le meilleur comme pour le pire, nos jeunes amis (et non plus seulement Harry) vont devoir faire face à l’annonce du retour de « celui-don- on-ne-doit-pas-dire-le-nom » ce qui va amener son lot de questions, de doutes, de troubles et de traumatismes. Mais en plus, ils vont devoir subir le caractère immonde d’une nouvelle professeure qui va se révéler être une persécutrice de premier ordre : Dolores Ombrage, envoyée par le ministère pour « réformer » Poudlard, véritable gardienne des traditions scolaires privilégiant la théorie à la pratique qui va abuser de son statut pour jouer son gros tyran. Bien entendu, cela va amener nos élèves à goûter à un autre aspect de la puberté : la rébellion contre l'autorité. L’insubordination de nos petits sorciers en herbe va ainsi conduire à la création du fameux Ordre du Phénix….mais voilà, malgré l’intérêt que nous pouvons avoir pour ses petits points de récits, nous ne pouvons que déplorer le fait que ce cinquième film est un ratage total, un énorme foirage.  David Yates n’est pas homme de talent et nombreux de ses choix sont pratiquement incompréhensibles : pourquoi n’y-a-t-il aucune allusion au Quidditch, ne serait-ce que dans une phrase ? A quoi sertspoiler:l'amourette entre Harry et Cho? Elle n’est pratiquement pas développée,  sort un peu de nulle part et surtout ne va nulle part (un regard, un baiser, et hop on remballe : merci d’être venu !!). Pourquoi se concentrer autant surspoiler:les cauchemars d’Harryalors qu’ils ne permettent aucune avancée scénaristique ? Pourquoi la photographie est si fade, pourquoi le film semble si « cendreux » alors que les deux précédents proposaient une ambiance sombre du plus bel effet ? Pourquoi pour la première fois de la franchise la musique est si (trop ?) discrète ? (à un tel point que je ne me souviens d’aucun thème à par celui principal de la saga !) Pourquoi l’une des scènes les plus importantes du métrage (celle duspoiler:flashback où on nous explique que le père de Harry adolescent prenait un malin plaisir à torturer Rogue) qui pose le problème de l’ambiguïté de la nature humaine est totalement illisible, charcutée par un montage cut épileptique ? C’est dingue, mais les trois quarts du film sont tout simplement creux, à la limite de l’incipide !!...Seul le final s'avère un peu plus palpitant (heureusement, je commençais à ronfler !!), et encore Yates arrive à y insérer certainement l’un des moments les plus ridicules de toute la saga lorsque, face à sa terrible Némésis, Harry sort avec le plus grand sérieux du mondespoiler:« Moi, j’ai quelque chose que tu n’as pas ! »….et oui mes amis, sortez le champagne et balancez du Lara Fabian, Céline Dion ou autre Hélène Ségara en fond sonore :spoiler:l’amour et l’amitié triomphent toujours!!!....Oh mon dieu, quelle purge…Je vous rappelle que je ne connais pas les romans Harry Potter, mais franchement faut pas avoir fait Saint-Cyr pour comprendre que le roman doit être bien plus intelligent, construit et palpitant que ce métrage bâclé ! Pour finir sur une note positive, je vais tirer mon chapeau envers 3 nouvelles recrues du casting qui mérite des applaudissements pour arriver à sortir la tête haute de cette foutue purée de poix : Imelda Staunton qui interprète une Dolores Ombrage très sadique et détestable à souhait sous ses airs enfantins insupportables, Helena Bonham Carter qui est parfaite en psychopathe dans le rôle de Bellatrix et enfin, la jeune Evanna Lynch qui apporte une touche de fraîcheur en incarnant à la perfection l’improbable Luna Lovegood, personnage haut en couleurs et ultra fantaisiste qui amène une touche de légèreté au film, d’autant plus que, sous ses airs de petite fille faussement naïve, elle sera d’un grand secours et de bons conseils pour notre petit Harry. Pour conclure, ""Harry Potter et l’Ordre du Phénix"" est un mauvais film, le vilain petit canard de la franchise (pire que le second opus même !). La faute en revient incontestablement à la présence derrière la caméra du novice incompétent qu’est David Yates : après des monstres comme Cuaron et Newell, ça fait très mal vu qu’on a carrément l’impression de subir une régression en matière de qualité. Heureusement pour nous, le récit continue malgré tout de développer l’univers riche et l’intrigue principale de la saga et nous donne envie de connaître la suite…mais il va falloir trouver un bien meilleur réalisateur pour éviter de sombrer !",neg
2.5,"Critique de mi parcours dans la saga HP. Du 1er au 5e rien ne change, c'est toujours aussi mal réalisé et peu passionnant. Adapté un livre est décidément fort difficile. Au risque de faire crier les fans de la saga littéraire, le réalisateur aurait du prendre prendre plus de libertés pour rendre une copie mieux adapté au grand écran.",neg
2.0,"Un condensé des épisodes précédents: des seconds rôles de prestige, une ambiance plus sombre quoi que à la mode « Club des Cinq chez les sorciers »incarnée dans des dialogues tellement didactiques («vous ne connaîtrez jamais l’amour ou l’amitié »…) mais une esthétique léchée, des incohérences ou simplismes narratifs malgré une évolution dans la relation entre Harry et Voldemort, l’inconséquence aventureuse des personnages aux réactions puériles voire idiotes. Ça devient lassant…",neg
2.5,"Après avoir échappé de justesse à Voldemort resuscité dans l'opus précédent, Harry n'est pas cru par la communauté des magiciens. Personne ne gobe le retour de Voldemort, et surtout pas le Ministre de la Magie, qui va mettre des bâtons dans les roues de l'école Howgarts.Le fameux Ordre du Phénix est en fait très peu utilisé ici. Les deux tiers de l'intrigue tournent autour d'une nouvelle professeur infecte, qui prend peu à peu le pouvoir à Howgarts. Avec une idée salutaire de dénoncer le totalitarisme et le système qui fait l'autruche.Sauf que c'est fait avec de (très) gros sabots. La stupidité profonde de la méchante enseignante, ses méthodes barbares et sa pensée raz-des-pâquerettes. Sans compter quelques rebondissements brutaux, dont cette histoire d'amour qui arrive comme un cheveu sur la soupe, pour être évacuée aussi sec.Néanmoins, le scénario comporte beaucoup moins d'incohérences que les films précédents. Les acteurs font preuve d'une certaine énergie. Et les CGI continuent de s'améliorer.Et puis il y a ce dernier acte plus intéressant et plus riche en spectacle, qui sauve vraiment le film : enfin de vrais combats entre sorciers !",neg
2.0,"désolé je n'aime pas Harry Potter le 1,2,3 etc pourquoi car l'univers me déplaît ainsi que les personnages un budget hors norme pour des effets spéciaux corrects et puis ça dure trop longtemps. Je le déconseille aux moins de 7 ans. 2/5",neg
2.0,On s'ennuie il y a rien  de marquants et d'intéressant très déçu de ce film mais j'aime bien la fin.,neg
2.0,"Le film semble bien terne comparé au livre qui regroupe actions, émotions, et qui montre comment le monde change entre le ministère qui ne veut pas accepter le retour de Voldemort, une Ombrage despotique qui rend Poudlard terne et sans vie, et Dumbledore qui se prépare à la guerre.Le film ne reflète malheureusement rien de tout ce qui fait le charme du livre : pas de matches de Quidditch, et une bataille au ministère réduit de moitié.Je suis un peu déçue, étant donné que le 5 est mon livre préféré",neg
2.0,"Je n'ai pas lu les livres, je n'ai rien compris. Trop de mystères mystérieux qui s'accumulent et je ne raccroche plus toutes les informations.",neg
2.5,"Un épisode de transition qui voit HP quitter l'enfance et se préparer à l'affrontement final. Le film le plus politique de la Saga entre l'ingérence du ministère et la menace latente de Voldemort. Un opus sombre donc mais malheureusement mal scénarisé, manquant de scènes marquantes et souvent ennuyeux. Certains éléments sont même horripilants. D'abord parce que la position de refus d'accepter la menace par Fudge est difficile à croire, parce que le charisme d’huître de Daniel Radcliff alors même qu'il doit se transformer en leader fait tâche, parce que l'histoire d'amour culcul avec Cho ne dégage rien, parce que la tactique d'isolement de Dumbledore ne fait aucun sens et parce que la déclaration du combat final d'HP malgré un montage pastel et une musique de circonstance ne touchera pas les plus de 12ans.Avril 2023 : revu en Rifftrax. A chaque fois c'est pareil, j'hésite entre X titres sur mon disque dur et je fini par cliquer, guidé par le souvenir de l'envoutante musique qui résonne dès que je vois s'afficher le titre ""Harry Potter"". S'y ajoute quelques flash de batailles et surtout les réminiscences nostalgiques du bonheur que j'ai eu en découvrant ce monde en version imprimé. Mais à chaque visionnage prématurément stoppé c'est pareil, je suis déçu.",neg
1.0,"La Communauté du Potter. J'ai l'impression de voir un hobbit à lunette sur fond de Twilight. Un précieux, un gollum des magiciens et l'élu. Malgré sa baguette, le dépressif de Poudlard n'échappe pas à la règle du schma scénaristique basique et classique. Le mythe Potter, ce grand n'importe quoi des adolescents incultes.",neg
