Note,Comment,Class
3.5,"Je vais mettre la même critique pour les deux parties des reliques de la mort, car on est face à un film qui est une entité unique séparée en deux parties. Et c'est un bon choix par rapport au prince de sang mêlé le précédent opus dont il était visible à l'écran que des pans entiers du livre avaient été supprimés. Ici l'histoire à le temps de se développer, les personnages secondaires en sont plus intéressants car on s'y attarde plus. Le film réussi à être rythmé tout le long, il est soigné d'un point de vu technique. Une bonne manière de clore la saga et d'enfin assister au véritable affrontement entre Harry Potter et son ennemi mortel.",mid
3.5,"Assez convaincu par l'adaptation du dernier livre de la saga : bien que les producteurs aient décidé de la scinder en deux, l'intrigue reste suffisamment dense pour meubler le film, dont le format est d'ailleurs assez long (2h15). La recette est connue et ne contient aucune surprise majeure, l'ensemble reste de bonne facture, avec un visuel maîtrisé et des personnages mythiques. Quelques points un peu décevants, de nombreux personnages secondaires disparaissent rapidement des radars, et le film, malgré ses efforts, reste un peu mou et ne peut masquer le fait qu'il ne soit qu'une introduction au chapitre final.",mid
3.5,"La première fois que j'avais vu ce film, je l'avais trouvé assez lent ou de fait, plutôt vide. Néanmoins, était-ce possible d'adapter le dernier tome de la saga en un seul film ?  le réalisateur david yates a eu raison de le diviser en deux parties. Il s'agit d'un certain retour en arrière, un film plus fidèle au livre et porté par les trois acteurs principaux, un peu comme les premiers opus. Et, autant le dire, j'ai surtout aimé le début et la fin du film, mouvementés, évidemment. Le milieu n'est pas déplaisant, mais c'est une assez longue quête avec plein de points morts qui enrichit le background de l'univers. Comme dans le livre, l'histoire ne se passe pas à Poudlard, mais bien plus loin. On en apprend plus sur les personnages, la fin approche, donc oui, même si le film est ennuyeux par moment, il adapte bien les livres, mieux que ses deux prédécesseur et il en résulte donc un bon film qui prépare bien au dernier opus.",mid
3.0,"Le film est très bon mais je suis désolé, ce ""Harry Potter et les reliques de la mort partie 1"" est une piètre adaptation du livre. Pour un grand fan qui a lu plusieurs fois chaque tome, les seules bonnes adaptations des livres sont les trois premiers films. Après, les films sont des mauvaises adaptations mais ils restent de bons films( sauf le Prince de Sang-Mélé qui est une très mauvaise adaptation et un très mauvais film). Bref, le film crée beaucoup d'incohérences avec le livre et de plus, dans le livre,spoiler:Harry Potter ne croit plus du tout en son ancien directeur et il est assailli de doutes quand à sa véritable vie et sa véritable nature. Et là qu'est ce qu'on apprend? Juste que Rita Skeeter a publié un livre racontant des fausses choses! De plus, dans le livre, il est expliqué que Harry a pris le portrait de Phineas Niggulus qui a un autre portrait à Poudlard. Un moment, quand Harry est dans la forêt, il parle à Nigullus et ce dernier apprend où se cache Harry. Niggullus(qui est un ancien directeur de Poudlard, se rend donc dans son autre tableau qui se trouve à Pouillard et explique à Rogue que Harry se trouve dans la forêt de Dean. Rogue se rend donc dans la forêt  et se cache et fait apparaitre un patronus pour guider Harry vers l'épée. Et dans le film qu'apprenons nous? Rien! Si on a vu que le film, on ne sait donc pas qui a fait apparaitre le patronus et d'où il vient!Bref, l'intrigue est fait à la va vite et c'est principalement le point faible de Yates qui est le pire réalisateur de la saga et qui( à mon sens), à livré des mauvais Harry Potter comparé aux livres.Les acteurs quand à eux sont bons, rien à dire là-dessus. Les effets spéciaux sont très bons et la musique de Alexandre Desplat est très bonne.Bref, ce volet compte ses point faibles et ses points forts ce qui à pour conséquence de me laisser assez mitigé comparé au film. Mais franchement, si vous voulez comprendre l'univers d'Harry Potter, lisez les livres!",mid
3.0,"Ce septième film aura eu le don de bousculer le cinéma moderne puisqu'on verra l'apparition de final de saga en livre divisé en deux parties en film : Un gain financier considérable et une horreur pour les fans qui se voient infliger une première partie totalement vide et fade. Toutes les autres saga comme Twilight, Hunger Games et surement bien d'autres en seront affectés. Surement l'épisode le moins passionnant depuis les deux premiers épisodes de la saga qui eux auront eu le mérite de nous faire rêver.",mid
3.5,"Le dernier livre est donc divisé en deux parties, par intérêt commercial et pour avoir plus de temps pour finir la saga. On retrouve David Yates à la réalisation.Comme le film est en deux parties, Yates n’a plus l’excuse du manque de temps pour rendre une œuvre fidèle au livre, et c’est relativement bien réussi : Les événements importants sont bien là, mais il manque des choses importantes, comme le récit de Kreattur ou encore le livre-vérité de Rita Skeeter sur Dumbledore, trop peu exploité ; la mort de Queudver n’est également pas montrée.De plus, Yates doit réparer les erreurs commises dans les films précédents, en présentant tardivement Bill Weasley (qui est mentionné dans le premier tome et qui apparait dans les tomes 4, 6 et 7) ou en faisant réapparaitre Dobby (qui lui, apparait dans les tomes 2, et 4 à 7).L’histoire fait que ce film est le seul qui ne se déroule pas à Poudlard, mais à l’extérieur, ce qui permet à Yates de filmer des paysages magnifiques et d’introduire une quête tendue, à la recherche des Horcruxes. Ces Horcruxes semblent parfois sortir de nulle part dans le film (alors qu’ils ont chacun leur histoire dans le livre), mais à cause du faible nombre de souvenirs traité dans le précédent, les spectateurs non-lecteurs ignorent tout de l’origine de ces Horcruxes.Il y a tout de même un problème de gestion du temps : Les scènes sous la tente contiennent parfois des longueurs, alors qu’on dirait que l’infiltration du ministère est soudaine (elle est en réalité planifiée pendant plusieurs semaines).Mais l’ambiance sombre et morose du film est là, et on ressent vraiment le désarroi des personnages (les acteurs sont très bons) devant l’immensité de leur quête.Sans doute le meilleur Harry Potter réalisé par David Yates.",mid
3.5,"Qui dit septième épisode, dit sept Harry pour le prix d'un, l'espace d'un trop court instant malheureusement (l'idée était bonne). Cette première partie des reliques de la mort nous épargne le moindre décor made in Poudlard, et nous envoie dans une phase d'infiltration très appréciable, avant d'assister à la crise de jalousie de Ron. Cette quête très sombre reste toujours agréable à suivre, même si la recette commence à s’essouffler. Harry Potter touche à sa fin, c'est maintenant l'heure de faire place au grand combat final que l'on attend depuis longtemps (ou pas).",mid
3.5,"Dernier film coupé en deux. Mais bien sûr, on sait tous pourquoi... Engendrer plus de profits !Et rien que pour ça, on constate que l'univers d'Harry Potter en a pris un coup, et qu'on est à mille lieux des premiers opus. Sous couvert du début de la bataille finale avec les grands méchants de la saga, le film tourne à la sauce action hollywoodienne, à la limite des blasters de Star Wars, et nous propose une expérience franchement limite. Après il suit le livre forcément, on sait à quoi s'attendre. Mais ça n'empêche que le film est ce qu'il est.",mid
3.5,"Un film qui démarre très vite, peut être trop vite car il aurait été agréable que l'histoire soit posée. L'avantage c'est qu'il y a un bon rythme et des scènes d'actions réussies. Malheureusement la partie centrale du film, son coeur, traine en longueur et le film reprend un rythme normal pour son dernier quart d'heure.Il y a de bonnes choses dans cette première partie des reliques de la mort, un côté dark très accentué, la volonté d'aller plus loin dans la psychologie des personnages, imposer un climat de peur... Et le métrage s'en sort bien sur ces aspects. Comme la petite animation sur le conte des Reliques de la mort qui est d'une rare beauté.Mais à côté de ça le film est étrangement réalisé, la mise en scène est maladroite et à l'instar des films de la saga depuis la Chambre des secrets, y a pas mal de maladresse dans l'écriture scénaristique.",mid
3.5,"""Harry Potter et les Reliques de la Mort - 1ère partie"", réalisé par David Yates et sorti en 2010, est l'adaptation cinématographique de la première partie du dernier tome de la célèbre saga littéraire de J.K. Rowling. Ce film représente un tournant significatif dans la série, s'éloignant des précédents opus par son ambiance plus sombre et son approche narrative plus mature.Le scénario de Steve Kloves reste fidèle à l'esprit du roman, tout en introduisant des éléments cinématographiques propres. La décision de diviser le dernier tome en deux films permet une exploration plus approfondie des enjeux et des personnages, une démarche qui sert bien l'histoire.spoiler:On suit Harry (Daniel Radcliffe), Ron (Rupert Grint) et Hermione (Emma Watson) dans leur quête désespérée pour détruire les Horcruxes, ces fragments d'âme de Voldemort, tandis qu'ils se confrontent à des dangers et des dilemmes de plus en plus complexes.La réalisation de David Yates est efficace, avec un sens aigu du suspense et une capacité à maintenir l'intérêt du spectateur. L'atmosphère sombre et oppressante du film est bien rendue par la photographie d'Eduardo Serra, qui contribue à l'immersion du spectateur dans un monde magique au bord du chaos.La performance des trois acteurs principaux est remarquable. Daniel Radcliffe, Rupert Grint et Emma Watson ont mûri avec leurs personnages, offrant des interprétations nuancées et convaincantes. Les personnages secondaires, bien que moins présents, apportent également leur contribution essentielle à l'histoire.Cependant, le film n'est pas exempt de défauts. L'adaptation souffre par moments d'un rythme inégal, certains passages s'avérant moins captivants, ce qui peut entraîner une certaine lenteur narrative. De plus, la nature de ""transition"" de ce film le rend quelque peu incomplet lorsqu'il est vu isolément, son but principal étant de préparer le terrain pour la grande conclusion de la saga.La musique d'Alexandre Desplat, tout en étant efficace, ne parvient pas toujours à atteindre les sommets émotionnels des compositions de John Williams dans les premiers films. Néanmoins, elle reste un élément important de l'atmosphère du film.En conclusion, ""Harry Potter et les Reliques de la Mort - 1ère partie"" est une adaptation réussie qui parvient à capturer l'essence du livre tout en offrant une expérience cinématographique solide. Si certains aspects du film auraient pu être améliorés, il n'en demeure pas moins un chapitre essentiel et captivant de la saga Harry Potter, qui pose les bases d'une conclusion épique.",mid
