Note,Comment,Class
0.5,"Je ne comprends toujours pas après plusieurs visionnages comment les personnes qui n'ont pas lu le livre peuvent comprendre l'histoire. Ce film est trop rapide, passe sur beaucoup d'éléments qui me semble important en particulier pour les suites. C'est très mal réalisé, il n'y a plus du tout le charme des deux premiers films,spoiler:on occulte carrément la forte amitié entre Harry et Lupin, la transformant en simple respect mutuel. Moi qui me suis effondrée en lisant le livre en découvrant que Sirius était le parrain de Harry et qu'il pouvait être ensemble, bref qu'il avait une famille, ici c'est comme si il lui disait entre l'entrée et le dessert.Bref c'est très mauvais et décevant et marque le début de la déchéance de ses films, de cette saga.",neg
0.5,"Le premier de cette ""saga"" que je visionne (contre mon gré) et ce sera incontestablement le dernier.",neg
1.5,"La mise en scène est vraiment pas mal, y a des scènes que j'ai beaucoup aimées esthétiquement, notamment celle de la métamorphose du professeur Lupin (la première... même si la deuxième est la même du coup, mais vue de loin) qui est vraiment marquante.Bon sinon pas grand chose à dire à part que c'est du Harry Potter, donc pas ouf.Le schéma narratif est nul, les dialogues sont nuls, les personnages sont cons et niais (sérieux ils ont tous des problèmes identitaires) - Harry est insupportable avec son patriotisme familial. On est lassé car tout est vu et revu, tout est possible donc plus rien n'a de sérieux, donc la dramaturgie disparaît, donc arrêtez de nous mettre une musique de merde ! les scènes de tension ne marchent pas pour beaucoup car rien n'est fait pour, puis c'est bourré d'incohérences et d'inepties scénaristiques qui rendent les événements bien moins légitimes et appréciables. Au final, peu de plaisir, on a juste eu l'impression d'avoir été mené en bateau.Pour les fans ou les enfants (ce qui est peut-être la même nature de spectateur) c'est sûr que l'on est servi... comme dans tous les chapitres : l'histoire avance bien, tout se met en place, tout prend sens dans une jolie cohérence directrice, beaucoup d'anecdotes aussi (et j'ai envie de dire heureusement car il n'y a que ça !)... tout ça pour oublier une chose : le cinéma.",neg
2.0,"L'incohérence domine le récit, tant dans le traitement du retour dans le passé que dans les réactions inconséquentes voire stupides de personnages censés être réfléchis et expérimentés. En outre, bien que les relations entre les protagonistes s'étoffent par touches discrètes, l'émotion n'émerge toujours pas. Cependant, des seconds couteaux de qualité et surtout l'ancrage baroque de Cuaron confèrent à cet opus son intérêt. Narrativement abscons, visuellement sublime.",neg
2.0,pas très emballant un volet un peu plus décomplexé sur la forme mais assez vide sur le fond disons 2/5. Je le déconseille aux moins de 7 ans.,neg
2.0,"J'amais Harry Potter jusqu'au jour ou on a passe l'eponge meme a la sortie du huitieme livre qui n'a pas fait grand bruit. C'est ca le meilleur Harry Potter ? Non mais je reve c'est un des pires.Harry Ron Hermione sont mal interprete ainsi que plein d'autres personnages comme Remus Lupin, Neuville Londubat et Drago Malefoy. Puis la musique est aussi tsoin tsoin qu'hideuse. Aucune recompense.",neg
1.5,"J'ai aimé le livre, le film est un peu bâclé... les bagarres sont grossières et lentes. C'est dommage..",neg
2.5,"Troisième aventure du célèbre sorcier à la cicatrice, ""Le prisonnier d'Azkaban"" s'inscrit dans la lignée des deux films précédents. Pour le lecteur des romans, cette adaptation paraitra bien fade en comparaison. C'est pourtant visuellement bien foutu mais un peu trop plat et linéaire à mon goût. Un film moyen qui se regarde sans ennui mais sans passion non plus.",neg
2.5,"Troisième volet de la franchise à succès, Harry Potter Et Le Prisonnier D'Azkaban est pourtant assez moyen. L'histoire nous fait cette fois-ci suivre la petite bande qui va se retrouver confrontée à un condamné pour meurtre qui s'est échappé de prison ce qui va semer la terreur à Poudlard. Contrairement à ses deux prédécesseurs, cette nouvelle aventure démarre rapidement mais retombe vite dans ses travers vers sa moitié qui souffre d'un coup de mou avant de redécoller. La faute a sa durée de plus de deux heures, mais surtout à son scénario convenu et manichéen qui ne raconte pas grand-chose. Les révélations se font aux compte-gouttes et beaucoup de scènes sont inutiles à l'intrigue qui comporte très peu d'enjeu tant c'est attendu. Les longueurs sont légions en s'attardant sur des détails futiles qui ne font pas avancer le récit. Un récit plus sombre que les deux précédents, abordant le thème de la peur, mais sans être plus mature pour autant. En effet, les personnages principaux qui grandissent à l'écran, n'ont aucune évolution dans leurs rapports et on ne ressent même plus l'effet de camaraderie entre eux. Les autres personnages disparaissent et apparaissent comme par magie selon les besoins du moment. Il n'y a aucune continuité à ce niveau là et ils ne sont pas bien écrits en témoigne Drago Malefoy qui n'apporte rien depuis trois films. On ne s'attache pas à eux car ils n'ont aucune profondeur. Cela est en parti dû à des dialogues sans une once d'authenticité, qui ne procurent aucune émotion. Si le fond n'a que très peu d’intérêt, le long-métrage se rattrape sur sa forme avec la bonne réalisation d'Alfonso Cuarón et une photographie soignée. Le visuel est joli entre la noirceur des environnements et les effets-spéciaux réussis. Un univers artistique accompagné par une b.o. toujours signée John Williams, dont les compositions qualitatives sont raccords avec les images. Reste une fin particulièrement fade venant mettre un terme à Harry Potter Et Le Prisonnier D'Azkaban, qui vaut le coup d’œil uniquement pour son aspect esthétique.",neg
2.5,"Un peu moins intéressant que le précédent volet notamment au niveau de son scénario et on met un stop à la découverte de l univers ici le film est bien plus linéaire on suit une bonne histoire avec son côté fantastique et ses péripéties, des nouveaux personnages intéressants et l’évolution de nos héros.cependant le récit s’éloigne de Voldemort pour faire place à un récit autour d’un passé de notre héros et le passage à l’adolescence est réussi",neg
