Note,Comment,Class
0.5,"REPLICANT. Je cherche magie noire pour délivrer mon corps du mal qu'on m'a jeté. J'en peux plus, c'est interminable. Y'a t'il une intrigue? Pauvre jeunesse, le seigneur des ténèbres t'attend. Tous ces jeunes bernés. Fin de la partie 1.",neg
0.5,"A l’heure actuelle, je suis quand même drôlement stupéfait et… non, en fait je suis seulement stupéfait. Je suis stupéfait, car après avoir le 5ème Harry Potter, il me semblait impossible de faire aussi, voire plus long, chiant et bidon que ce dernier. Et bien il faut croire que je n’ai pas vu juste car il se trouve que j’ai trouvé pire. Oui, à mes yeux ce septième volet est sans aucun doute le plus mauvais films de la saga (enfin parmi ceux que j’ai vus, mais d‘un autre côté, il ne m‘en reste qu‘un à voir donc l‘affaire va être réglée assez rapidement). Le premier et le deuxième étaient enfantins mais dégageaient quelque chose de magique. Le troisième était un très bon cru, marquant une transition dans l’histoire de la saga. Et le quatrième était tout juste valable. En fait, pour la faire courte, il a fallu que David Yates prenne les commandes pour que la saga parte en sucette et touche le point culminant de la nullité. Point touché une première fois par le cinquième opus et qu’il est une nouvelle fois par ces « Reliques de la mort - Partie 1 ». Que ce fut long. Les 2h13 de film, et bien je peux vous assurer qu’on les sent passer et elles vous flanquent une sacrée migraine. Primo: on comprend rien à l’histoire. Enfin si, les fans comprendront sans doute, mais les néophytes ou ceux qui ne s’intéressent pas vraiment à Potter ne vont rien comprendre ça c’est sûr. T’as des noms qui reviennent sans cesse, d’autres qui déboulent on ne sait même pas d’où ils viennent. Machin est mort en ce temps là parce que…, mais bidule a fait ceci parce qu’il avait anticipé cela… ou encore truc muche a volontairement fait ça parce qu’il savait que machin se trouverait là… Horrible, comme je l’ai dit, c’est un coup à vous coller des céphalées des feux de Dieu. Deuxio: c’est long, c’est lent. On s’ennuie à mourir. Tertio: c’est bête et parfois même ridicule. Ridicule, tel est le mot qui qualifie l’une des toutes premières scènes.spoiler:Spoiler :Ils se transforment tous en Harry pour espérer tromper la vigilance des Mange-Morts. Ouais, mais le truc qui va pas, c’est que les autres Harry, ils sont pas de lunettes ni de cicatrices sur le front. Ils sont pas idiots les Manges-Morts, ils vont bien se douter qu’il y a anguille sous roche.Il faut bien user de l’ironie de temps à autre. Personnellement, quand je vois des scènes comme ça, je ne peux m’empêcher de souligner le ridicule avec une pointe de sarcasme. Et rassurez vous, il y a d’autres scènes du même calibre. En clair, ce septième volet est un film drôle, mais dont le but était tout sauf d’être drôle. Ben oui, la réalité c’est celle-là: ce septième opus est un bon gros nanar de compétition, qui devance haut la main « L’ordre du Phénix » et ça, fallait le faire et je dirais même que ça mérite un sacré gros tonnerre d‘applaudissements. C’est dingue, bon peut-être que je me trompe, mais plus les films Harry Potter passent, plus je me dis que la qualité des films n’a pas pu ressortir de l’enceinte d’Azkaban. Ou alors Cuaron a piqué la recette, et ne veut pas la communiquer. Ce qui dans une certaine mesure se comprend, étant donné qu'il est celui qui a réalisé le meilleur film de la saga. Allez, plus qu’un film ! A quoi va-t-on avoir droit? C’est la surprise du chef David Yates !",neg
0.5,"Commentaire rétrospectif après la sortie de la partie 2 :Ce premier volet est effectivement une première partie... dont l'attrait me paraît absolument dépendant de la 2eme partie, entendre : si je regarde cette première partie je l'apprécie beaucoup aujourd'hui.... comme un prélude à la deuxième partie que je mettrai immédiatement après ! Les longueurs restent longuent mais bon... j'entends que c'est l'histoire... rt qu'elle se tient.Commentaire initial :Note à la hauteur de la déception : si l'image est belle, en revanche cette première partie est méga lente et donc méga longue !! Pour la première fois j'ai regardé la déco de la salle de ciné pendant la projection. Si le précédent film le prince de sang mêlée avait beaucoup de charme dans la lenteur et le sépia de l'image, je nourrissais l'espoir que ces derniers films seraient plus enlevés... Je n'ai pas lu les livres et j'abandonne ma découverte de l'histoire aux films, mon jugement n'est donc absolument pas comparatif aux livres ; j'espère donc que le dernier volet débordera de magie, de mouvement, d'action, de spectacle afin de justifier que la 30 aine de minutes justifiée de cette première partie n'ai pas pu être insérées à la deuxième partie et ne faire qu'un seul film ; que par un important contraste entre les deux parties, la lenteur de cet épisode pourra révéler son attrait.Pour l'heure : j'irai certainement voir le dernier film, mais mon intention d'achat de la collection des DVD a été sérieusement refroidie !",neg
2.5,"Un 7ème volet (partie1) incontestablement le moins bien pour ma part. Il y a trop de longueur, des passages un peu inutiles et il ne s'y passe pas grand chose si ce n'est la découverte des reliques de la mort...Des héros qui se tirent dans les pattes, pas très appréciable. 2.5/5",neg
2.5,Harry Potter et les reliques de la mort 1ere partie est tout loin de mes espérence ! Absence total de l’école Poudlard et manque de magie très clairement. Pas du tout a la hauteur. Décu,neg
2.0,"Entre ma relative déception du précédent opus, le choix plus que controversé d'adapter le dernier volume de la saga en deux films et le fait de retrouver encore David « Yes-man » Yates à la réalisation, il ne va pas sans dire que je méfiais grandement de cette première partie de ""Harry Potter et les Reliques de la Mort"". La question principale que tout le monde peut se poser c’est « A-t-on réellement besoin de faire ça en deux parties ? » : outre le fait que la Warner veut comme toute bonne boîte de production hollywoodienne presser la poule aux œufs d’or jusqu’à la dernière goutte, on pouvait vraiment douter que David Yates soit capable de réussir un tel pari après ce qu’il nous avait proposé depuis le 5ème volet…et comme on pouvait s’en douter, un Yes-man restera toujours un Yes-man quoiqu’on en dise. Soyons franc, ce 7ème film est beaucoup trop long pour finalement apprendre pas grand-chose : on s’attarde énormément sur la galère de nos héros dans les bois, à un tel point qu’on a vraiment l’impression que l'enquête piétine sur 2h20 ! Le rythme s’en retrouve saccagé car les rares séquences intéressantes et dynamiques sont soit mal filmées soit trop rapides et on retombe de suite dans le documentaire sur le camping ! C’est ennuyeux au possible….je ne sais pas si dans le bouquin c’est pareil mais si c’est le cas, bin  même la lecture du roman arriverait à me faire piquer du nez ! Alors oui, je sais qu’il s’agit d’un épisode de transition avant le grand final, mais quand même…quand je pense que des millions de gens ont pesté sur ""Matrix Reloaded"" en disant qu’il servait à rien et qu’on aurait dû passer de ""Matrix"" à directement ""Matrix Revolution"" ! C’est grave ennuyeux,  certains passages sont à se pendre (spoiler:le mariage, les discussions sous la tente, la séquence avec Mathilda, la scène de danse pour oublier nos tracas et qui est très tendancieuse…) et je ne vous cache pas que j’ai commencé à regretter sérieusement les sous-intrigues sentimentales niaiseuses du précédent volet qui  se révélaient beaucoup plus palpitantes !! Mais, heureusement pour nous, d’autres passages relèvent le niveau et évite au film d’être totalement dépourvu d’intérêt comme la séquencespoiler:d’infiltration du Ministère de la Magiequi mélange habilement suspense et humour burlesque, ou celle sublime qui illustrespoiler:la légende des Trois Frèresoù l’onirisme des ombres chinoises se voit couplé à une superbe animation 3D (certainement l’une des meilleures séquences de toute la saga !). Sinon  côté réalisation, David Yates a encore bien du chemin à faire, surtout en ce qui concerne les scènes d’actions qui sont tout simplement illisibles : entre l’accumulation d’effets spéciaux flashy qui essayent de cacher les nombreux cuts calamiteux (la séquence aérienne du début), ou alors l’utilisation à outrance de la caméra parkinsonienne à la ""Jason Bourne"" qui vous donne au choix des migraines abominables ou une envie de vomir incontrôlable (la course poursuite dans les bois), c’est certainement le choix (débile) de faire mourir hors-champ un personnage important qui vous achèvera !  Vu le peu d’action dans ce septième opus, cela risque fort d’être un énorme handicap pour le prochain qui est censé être le sommet émotionnel et épique de la saga ! On rajoutera aux incompétences de Mister Yates la photographie et son imbuvable « noirceur » : 95% du film est hyper sombre mais à un point immonde où même dans une salle de cinéma, le visionnage devient extrêmement pénible tant on y voit que dalle….j’imagine même pas le pauvre gars qui regardera le film en dvd en pleine journée !! Sans déc, il faut attendre 27 minutes pour avoir un premier plan clair et il ne doit pas en avoir plus que 3-4 durant tout le film !! Côté casting, on occulte pratiquement tous les seconds rôles pour se concentrer sur le trio principal qui, eux, sont au summum de leur talent : si Daniel Radcliffe et Emma Watson n’ont plus rien à prouver, c’est notre petit Rupert Grint qui se révèle enfin en incarnant un Ron Weasley drôle et touchant à travers sa relation avec Harry et sa romance avec Hermione (et puis il est trop classe lors de la scène oùspoiler:il détruit un Horcruxe en faisant face à ses pires peurs !). ""Harry Potter et les Reliques de la Mort Partie 1"" n’échappe donc pas au « syndrome de la première partie du film coupé en deux » en se révélant être un traîne-savates alors que l’intrigue principale progresse et comporte son lot de surprises : malgré l’indigence de la réalisation de David Yates (Yes-man un jour, Yes-man toujours), il y a assez de tension dramatique dans le récit pour que cet avant dernier opus se pose en blockbuster potable mais loin d’être inoubliable. Malheureusement, le rythme façon escargot asthmatique jusqu’à l’indigestion me rend toujours son visionnage aussi pénible, à un tel point que j’appelle dorénavant ce métrage ""Harry Potter fait du Camping"" et le pauvre Harry ne peut se rendre qu’à une seule évidence : le camping c’est chiant !",neg
1.5,"Et voilà je voulais aussi vous parlez de ce volet là car pour celui-là le film mérite de ne plus exister. L'histoire devient beaucoup trop sombre et choquant, je déconseille fortement ce film à vos enfants je voudrais pas qu'ils pleurent devant cettespoiler:très malheureuse scène de la mort de Dobbyje vous conseille à vous les parents que vos enfants de moins de 10 ans regarde que les trois premiers film et encore la fin du troisième est risqué.",neg
2.5,"On voit ici que l'on est dans un fi de transition pour passer a mon film préféré de la saga. Quelques scènes très bonnes, la scène du mariage, la course poursuite dans les bois avec les rafleurs ou encore la scène dans le manoir des Malfoys. Helena Boham Carter est toujours aussi incroyable dans la peau de Belatrix Lestrange. La mise en scène est plutôt bien et il y a quelque idées, on reste sur la même photographie plutôt sombre. Alan Rickman, Ralph Fiennes et Jason Isaacs sont vraiment incroyables aussi.",neg
2.5,"Plus mitigé sur cet opus que sur les précédents. Forcément l’ambiance change beaucoup des autres volets de la saga, l’ambiance est beaucoup plus sombre, de plus on ne voit pas une seule fois Poudlard pour la première fois dans cet opus.Pour moi ce film n’est  quand même pas un « flop » car ce serait un trop grand mot mais c’est selon moi un film plutôt moyen mais ceci n’empêche que j’apprécie quand même le voir et que je le revoie et re revoie de temps en temps voir souvent comme les autres opus de la saga mais je trouve simplement ce film en dessous des autres niveau. C’est seulement un film de « course poursuite » si je puis dire ou surtout de voyage ce qui n’est personnellement pas du tout ma came.Ceci n’en reste que c’est un bon divertissement mais ne mérite pas de note plus haute selon moi.",neg
2.0,"Inutile. David Yates nous avait habitué à de grands condensés un peu superficiels de l'Ordre du Phénix et du Prince de Sang-Mêlé. Cette fois, il étire les Reliques de la Mort et les trois-quart des scènes de cette première partie sont creuses et superflues. L'essentiel de l'intrigue aurait très bien pu tenir dans un bon film de trois heures avec la seconde partie (réussie), mais les basses raisons commerciales auront eu raison du plaisir du spectateur (et c'est tout qu'il y a de plus détestable). Au moins, Yates et sa production gavée par les milliards se sont donnés la peine de créer de beaux sous-titres : ""Partie 1"" / ""Partie 2"". Tout pour nous faire rêver.",neg
2.5,"Le dernier roman du cycle d'Harry Potter connait une adaptation en deux parties. L'histoire suit donc son cours et les choses se précipitent pour nos jeunes sorciers. Cet épisode se démarque des autres puisqu""il n'est plus question ici de suivre des cours à Poudlard et l'aventure se fait en extèrieur. Ce premier épisode des Reliques de la mort est relativement moyen. On n'a pas le temps de s'ennuyer mais ce blockbuster manque assurément d'un soupçon d'âme pour me convaincre.",neg
2.5,"Sentant que le filon va se tarir, les producteurs décident d'adapter le dernier volet de la saga littéraire Harry Potter en deux films, histoire de multiplier les recettes. Cela aurait pu (du ?) permettre de densifier le scénario.Pourtant ce 7ème film souffre des mêmes problèmes que ses prédécesseurs. Une intrigue écrite à la va-vite, confuse, qui part dans toutes les directions, contient quelques invraisemblances, et laisse trop de portes ouvertes. Beaucoup d'éléments non expliqués, inutiles, ou incompréhensiblement traités en hors champ.J'avoue d'ailleurs être peu capable de résumer le film, si ce n'est dire que Harry et ses amis se promènent dans les bois pour fuir Voldemort, tout en cherchant un moyen de le détruire.Ceci étant dit, le film n'est pas déplaisant à regarder. Les personnages sont tout de même étoffés (on est loin des caricatures des premiers volets). L'ambiance sombre est plutôt réussie, avec le Ministère de la Magie qui s'oriente vers le fascisme. Et les décors et effets spéciaux sont soignés. On regrette une course-poursuite illisible filmée à la shaky cam, compensée par quelques affrontement sympathiques.",neg
2.5,"La saga continue d’évoluer vers toujours moins d’incarnation. Plus aucun lieu, personnage ou temporalité auxquels se raccrocher, on se téléporte sans arrêt, de forêt en forêt et de couloirs obscurs en maisons perdues au milieu de nulle part, le tout dans une obscurité perpétuelle où on ne distingue presque rien, pendant que le scénario déroule sa suite d’indices sans intérêt, conduisant d’un objet à l’autre comme dans un jeu vidéo, sans qu’on saisisse grand-chose. Le réalisateur a une façon de rater son film qui n’est pas inintéressante: incapable de marquer distinctement les contours des différentes scènes ou séquences, ou de filmer et monter une scène d’action de manière lisible, il livre un film qui file entre les doigts, une sorte de fantôme de blockbuster qui hypnotise mais ne laisse aucune trace derrière lui.",neg
1.5,"Les Harry Potter s'enchaînent et se ressemblent. Le rythme est totalement absent avec une histoire extrêmement poussive, à la fin du film on n'a pas l'impression d'avoir avancé dans quelque chose. Les effets spéciaux sont ratés et la mise en scène ennuyante. Les personnages totalement transparents... Un nouveau raté.",neg
2.0,"Je suis déçu par ce film, très loin de ce que l'on peut attendre d'Harry Potter mais au final dans la lignée de ce qu'a fait Yates depuis son arrivée à la tête des films, c'est-à-dire se manquer sur pas mal de choses, en particulier le rythme. Car on s'ennuie dans cet épisode qui étire les scènes creuses où les 3 héros disent rien, se disputent de manière ridicule ou bien ont des éclairs de génie trop gros pour relancer un scénario à la ramasse où le triangle amoureux tient une place prépondérante dans le domaine de la bêtise. Et que dire de cette histoire incompréhensible d'Horcruxe (qui apparemment agissent comme l'anneau de Sauron) à laquelle se rajoute celle des reliques de la mort??? Je ne savais plus ce qui devait affaiblir ou renforcer Voldemort. Au milieu de ce brouillon très long, on a quand même quelques bonnes mais courtes scènes d'action, garnis avec de bons effets spéciaux et des acteurs globalement convaincants dans une ambiance assez sombre et des décors riches (à l'exception de cette multitude de décors naturels trop pauvres et inutiles). Il est tout de même dommage que l'essentiel de la magie se résume ici au polynectar, mis à toute les sauces et dans quasiment toutes les scènes, au détriment de sortilèges plus divers. Parmi les très bons moments, la scène d'animation et celle d'ouverture resteront comme très réussies dans un film qui n'en compte pas beaucoup comme cela. David Yates ruine la saga à petits feux et signe ici le plus mauvais épisode de la saga, plus mauvais même que L'ordre du Phénix.",neg
