Note,Comment,Class
3.5,"Le premier long métrage issu de l'exceptionnelle Sage de JK rowling est un voyage dans un monde magique complet et complexe. On y suivra Harry, Ron et Hermione dans l'exploration du château, dans la découverte des différents cours de magie, à la rencontre de la plupart des professeurs emblématiques et bien évidemment la connaissance de celui-dont-on-ne-doit-pas-prononcer-le-nom, Voldemort. Après avoir visionner les huit films, on pourra se passer volontiers de cet opus ainsi que de celui qui le suis : Les acteurs sont trop jeunes, il n'y a que peu d'actions et les effets spéciaux ont pris une ride. Cela n'enlève en rien sa magie.",mid
3.0,"L’origine de la saga, j’étais circonspect quant à voir les adaptations ciné de Rowling mais force est d’avouer que ça rend pas mal au final.Là on est dans les débuts, c’est encore maladroit et balbutiant, mais surtout gamin. Je partais avec l’a priori que l’œuvre de Rowling visait trop les petits, autant j’avais tort pour les livres (surtout par la suite) autant les 1ers films me donnaient raison. En prenant Chris Colombus on cherchait à assurer la pérennité de la saga en ne se loupant pas dès le départ. Pari réussi mais on a aussi le style du réalisateur qui est très friand de contes pour enfants. Du coup on ne s’étonnera pas de retrouver des similitudes avec Home Alone ou les Goonies (voir les Gremlins) notamment dans l’identification au héros. Cela comprend une certaine innocence mais aussi de la naïveté, du simplissime, des dialogues simples et un peu de facilité. Le rythme d’ailleurs est un peu mou pour cela même s’il n’y a pas de longueurs excessives. On notera que les 2h20 de film passent bien et que c’est l’opus qui colle le plus au bouquin, d’où sa qualité.Cependant, la nouveauté que cela apporte au cinéma, la bonne lancée impulsée pour faire durer jusqu’au 7ème livre et un réalisateur qui s’occupera des 3 premiers ouvrages histoire de construire du solide ne font pas tout. En effet, il y a plusieurs éléments qui me dérangent : Quirrell d’abord, on ne sait rien de lui, ni commentspoiler:Voldemort l’a infecté ou comment il a passé les pièges.Dans ces derniers il manque celui de Rogue (les potions), d’ailleurs le lien entre profs et pièges n’est pas vraiment fait. Je trouve aussi que Quirrell aurait dû être un méchant lambdaspoiler:(sans Voldemort), le simple fait de convoiter la pierre suffisait à faire comprendre que les sorciers peuvent être mauvais. Bon la fin aurait été différente, mais comme elle n’est pas top (là aussi c’est très gamin) j’aurai accepté la différence. Cela n’empêche pas d’avoir une bonne histoire, un peu trop convenue (profs moins bons que des enfants à qui il arrive plein de choses) par moments mais ça passe. La trame est classique mais on s’en soucie peu car on est prit dans ce nouveau monde, la mise en scène elle est très claire et permet de tout comprendre à tout âge.Hormis cela le jeu des acteurs est… mignon on va dire, on voit qu’ils sont encore inexpérimentés (oui même Daniel malgré ses productions passées) et qu’ils sont beaucoup dirigés. Ils semblent chercher le metteur en scène parfois et s’appliquent parfois trop, du coup ça manque d’imagination et d’interprétation, heureusement que ça va évoluer. Au passage, le casting (anglais of course) est balaise, et les adultes échappent à cette remarque, même si ce Dumbledore est moins bon que le suivant car trop stoïque. Les FX ont mal vieillis, entre incrustations très moyennes et approximations des acteurs devant fond vert ça fait parfois mal, presque comme si ça manquait de budget. Par contre les thèmes musicaux sont introduits et ils sont très bon, John Williams ça aide, normal qu’ils soient repris par la suite car il collent bien à l’œuvre (et en sont indissociables désormais). Enfin les costumes et les décors sont top, on voit les efforts fournis, et ce tout au long de la saga.Au final c’est un bon opus qui permet à l’œuvre de J.K. Rowling de se lancer sur grand écran de façon à perdurer. Tout a été fait en ce sens, presque jusqu’à la caricature tant on colle au bouquin et au public visé. Certes ça accroche les enfants par le style et les parents par le monde magique et enchanteur, mais le manichéisme et la naïveté inhérente à ce genre peut également agacer, heureusement les suites divergeront sur ce point.",mid
3.0,"1er film de la saga, L'école des sorciers est destiné au plus jeunes. Le film reprend la présentations des personnages, la présentation de l'école Poudlard, une approche du méchant Voldemort mais reste très enfantin avec beaucoup d'humour à la clé. En même temps, les héros sont jeunes et ont 10 ans ce qui laissent peu de place à un grand jeu d'acteurs et à l'utilisation de noirceur. Mais le film se laisse toujours voir avec plaisir.Bref : le retour de la magie au cinéma avec la grande saga qui soit sur ce thème.",mid
3.5,"Ce conte de fée combinant les univers de Lewis Carroll, de Perrault, de Dickens et de Tolkien captive des millions de lecteurs de tous âges depuis 1997, date du premier volume d'une série immédiatement devenue best-seller mondial, générant une véritable harrypottermania. Mais il n'est point besoin d'avoir lu les livres pour apprécier les exploits de ce petit magicien débrouillard, c'est d'ailleurs ce que j'ai fait, je n'ai lu aucun des romans et je reçois donc les films comme un spectateur lambda, de façon neuve et objective, non comme un fan qui par indulgence peut passer sur des défauts. Heureusement, des défauts, il y en a très peu dans ce premier volet, et même dans le second, la lassitude ne pouvant venir qu'avec les suivants. C'est du ciné dépaysant qui repose sur un univers surnaturel imaginatif, sur des personnages attachants et aussi sur des fx très bien utilisés.",mid
3.5,"La sage Harry Potter tient pour beaucoup de la nostalgie qu'elle procure et par son univers qui ne laisse personne indifférent. Concernant ce premier volet, il a la lourde tâche de nous faire découvrir toute une mythologie, et parvient à le faire sans lourdeur. Le jeu des enfants est tout simplement incroyable, notamment Emma Watson et Daniel Radcliffe, qui impressionnent par la justesse et la force de leurs émotions. Le véritable point noir du film, s'appuyant sur un livre préexistant, est son histoire, qui enchaine les invraisemblances et dont la conclusion frise l'absurde. Mais on pardonnera aisément ces imperfections, notamment grâce à la réalisation impeccable, et la musique qui nous emporte.",mid
3.5,"C'est à Chris Columbus, grand habitué du film familial, que revient la lourde tache de réaliser le premier volet tant attendu de la saga. Le film est très dense, donc long (2h30!) mais reste digeste. Il faut dire que beaucoup de choses nous sont présentées, une multitude de personnages (pour la plupart attachants) et leur univers magique, riche et varié. L'élu Harry et ses amis découvrent ensuite les joies de l'école, y mènent l’enquête, disputent une rencontre sportive, traversent tout un tas d'épreuves... Avec un peu d'humour, de mystère et John Williams à la musique, le succès était assuré. (Bien)",mid
3.5,"J’avoue sans honte que je n’ai pas vu les deux premiers Harry Potter au cinéma car, à la même époque, sortait successivement les trois volets du ""Seigneur des Anneaux"" de Peter Jackson : la trilogie fantasy de Tolkien étant mon livre préféré depuis que je l’ai lue à mes 14 ans et son adaptation cinématographique étant si sublime visuellement,  je n’avais en fait aucune envie de tenter l’expérience d’un univers de petits sorciers sortis tout droit d’une saga pour gosses, d’autant plus que les dernières adaptations de littérature jeunesse avaient été de somptueux fiascos (souvenez-vous des niaiseux ""Le Monde de Narnia"" et du catastrophique "" A la Croisée des Mondes : la Boussole d’Or"" !!) Une fois ma hype pour ""LSDA"" passée, j’ai tout de même décidé en bon cinéphile de découvrir cette nouvelle série….et finalement ce fut une agréable surprise : le film présente un univers riche qui devrait fasciner les néophytes comme moi tout en satisfaisant les fans des bouquins de J.K. Rowling. Le réalisateur, Chris Colombus (""Maman, j'ai raté l'Avion 1&2"", ""La Course au Jouet"", ""Madame Doubtfire"", ""L’Homme Bicentenaire""), savait certainement qu'en s'attaquant à ce monument de la littérature jeunesse il allait devoir se plier aux nombreuses exigences de J. K. Rowling et des producteurs : il ne pouvait pas se permettre trop d'excentricités par rapport au livre tout en essayant de ne pas se fermer aux néophytes, et je trouve qu’à ce niveau il a l’air de s’être sacrément bien débrouillé. Pour moi qui n’ait pas lu les livres, il est très sympathique de découvrir le monde des sorciers dans la première partie (le charmant chemin de traverse avec ses vieux magasins en bois et sa route pavée, la voie de train n° 9 3/4, les bonbons au goût si particulier, Poudlard avec ses structures fantastiques et ses professeurs tous plus loufoques les uns que les autres…) et d’être pris dans l'enquête qui commence ensuite. Et il faut bien avouer que la première partie dite « introduction » est très importante : ce premier volet étant le premier d’une grande saga, il faut que les fondations soient solides pour toucher le public néophyte et que ce dernier veuille découvrir le reste de la saga….et soyons franc : de ce côté-là, Colombus a fait un boulot colossal ! La magie opère et cela est  dû aussi aux effets spéciaux qui portent tout le film et sa cohérence…alors ok, c’est tout de même bien moins impressionnant que ceux du ""Seigneur des Anneaux"" (il n’y a qu’à comparer le troll des toilettes de Poudlard et celui des Mines de la Moria pour en être convaincu) mais le résultat final est tout à fait potable, et on peut même fermer les yeux sur le « petit écart » du film (le match de quidditch : ah c’est pas beau…on les sent bien les fonds verts, ici les FX sont presque hideux !) Et si magie il y a, c’est aussi dû au superbe score de John Williams qui arrive à nous émerveiller une nouvelle fois avec une partition qui restera dans les annales aux côtés des thèmes de ""E.T."", ""Star Wars"", ""Superman"" et ""Indiana Jones"". Côté casting, même si je me doute que de trouver des enfants à la hauteur de la tâche était presque une mission impossible, on ne peut pas nier que le trio de jeunes acteurs surjoue à mort et Daniel Radcliffe a beaucoup de mal à faire passer des émotions (Rupert Grint et Emma Watson se débrouillent un peu mieux tout de même). Mais bon, cela est pardonnable : avoir, si jeune, un tel film (et aussi une future saga !) sur les épaules, ça ne doit pas être simple du tout à gérer et appréhender !! Par contre, on pourra se délecter du cast « adulte » qui a eu l’excellente idée de taper dans les meilleurs acteurs britanniques plutôt que dans les stars hollywoodiennes ultra bankables : nous avons donc QUE du premier choix avec un Richard Harris (Albus Dumbledore)  impressionnant, un Robbie Coltrane (Hagrid) nickel chrome, une Maggie Smith (Minerva McGonagall) excellente et surtout un Alan Rickman (Severus Rogue) magistral ! Et bien voilà donc ce que représente ""Harry Potter à l’Ecole des Sorciers"" : un métrage réussi exposant un univers assez attachant, mais aussi un très bon point de départ  pour une toute nouvelle franchise cinématographique  dont il sera fort intéressant de voir la future évolution.",mid
3.5,"Un film charmant et efficace qui met en place la saga avec humour, mais aussi avec juste ce qu'il faut d'aventures et de dramaturgie. La série débute en fanfare avec une présentation des personnages très simple, fluide et efficace. Les acteurs sont excellents et marquent d'entrée leur territoire avec des personnalités très marquées. Plutôt pour les enfants, ce premier opus est dynamique, drôle, parfois très prenant et bourré de péripéties bien amenées. Sans beaucoup de génie formel, le tout fait passer un bon moment grâce à la narration et au scénario très bien adapté.",mid
3.5,"Inspiré par la saga de romans écrites par J.K Rowling, ""Harry Potter à l'école des sorciers"" est le premier épisode d'une longue série de longs-métrages qui vont suivre leurs publics pendant une bonne dizaine d'années. N'ayant pas connu la saga à sa sortie, je suis assez peu familier à cet univers et ne suis pas un fan absolu. Mais malgré mon indifférence vis-à-vis de la saga, je suis bien obligé d'admettre qu'elle fait partie des grosses licences de ces dernières années. Mais comme tout le monde, j'ai mes préférences, et ce premier film est clairement celui qui m'attire le moins. Il était l'introduction, celui qui devait présenter une grosse partie de l'univers et il fonctionne parfaitement dans ce sens. La plupart des scènes sont de la contemplation visuelle avec un gros travail fait sur les décors, notamment dans cet impressionnant château de Poudlard. Le tout étant dirigé vers un public plutôt jeune avec un ton très léger allant parfaitement avec ce que propose le film. Nous suivons des enfants, le film est donc très léger et on pouvait déjà deviner que plus la saga avancerait, plus le ton deviendrait mature pour suivre l'âge de nos héros. Mais si nos acteurs sont aujourd'hui d'immenses stars, ils étaient encore des enfants à l'époque, et ils font partie des points avec lesquels j'ai un peu de mal. Leurs jeux sont clairement imparfaits, notamment celui d'Emma Watson et de Rupert Grint, qui sont constamment dans un surjeu énervant. Il n'y a qu'à voir leurs toutes premières scènes, celle du train, pour se rendre compte de leurs têtes à claques. Bien heureusement, ils vont rapidement évoluer dans le bon sens au fil de la saga, et c'est tant mieux. Mais ces performances agaçantes ne viendront cependant pas polluer notre plaisir, le film étant un bon divertissement, bien rythmé et proposant une bonne panoplie de scènes d'actions et de tensions. On s'attache quand même aux personnages malgré le jeu de leurs interprètes, et on avait donc hâte de voir la suite de leurs aventures. Ce premier volet est donc un point de départ, non sans défaut, mais intéressant et une bonne carte de visite pour la suite. Pour conclure, le début d'une saga culte.",mid
3.5,"Ayant fait ses preuves dans la comédie familiale (avec Madame Doubtfire ou Maman, j'ai raté l'avion), Chris Colombus semble être le meilleur choix pour adapter le premier tome d'une saga littéraire véritable best-seller. Véritable phénomène à sa sortie, que reste-t-il du film aujourd'hui ? Si on ressent un certain coup de vieux, à la vision, ce premier opus reste un bon divertissement, essentiel comme entrée en matière dans un univers inconnu autant pour le spectateur que pour le personnage. S'il ne brille pas une mise en scène transcendantale, Colombus tourne la plupart des séquences d'un point de vue enfantin, donc en contre-plongée, pour intensifier l'ampleur et le gigantisme de Poudlard ou des personnages (que ce soit Rogue, le troll ou le chien à trois têtes). Non, la plus grande force de Colombus sur ce film est de mêler habilement l'innocence enfantine avec une certaine idée de la peur qui intervient dans des séquences terrifiantes (celle de la forêt interdite nous donne encore des frissons), accentué par une bande-son des plus angoissantes. Le seul gros problème de ce film est son absence total de montage, qui nous donne la possibilité d'intervertir plusieurs scènes du film sans que le spectateur s'en rende compte puisque lesdites scènes ne font pas avancer le récit. Cette introduction dans l'école des sorciers est donc plutôt positive et reste dans nos têtes grâce à quelques séquences mémorables (la partie d'échec, la bibliothèque) compensant un jeu d'acteurs quelque fois poussif.",mid
